event,d,N,rep,seed,method,estimate,runtime_s,bytes,allocations,hfunc_calls,hinv_calls,pair_cdf_calls
central_25_75_rectangle,10,256,28,20340933,current_indicator,0.01953125,0.003945833,3237088,4238,NaN,NaN,NaN
central_25_75_rectangle,10,256,28,20340933,reduced_conditional,0.02241942303447248,0.01116175,2245408,650,33792,7168,1024
central_25_75_rectangle,10,256,29,20340934,current_indicator,0.0234375,0.003960375,3237088,4238,NaN,NaN,NaN
central_25_75_rectangle,10,256,29,20340934,reduced_conditional,0.022371300175979627,0.01116875,2245408,650,33792,7168,1024
central_25_75_rectangle,10,256,30,20340935,current_indicator,0.01953125,0.003939958,3237088,4238,NaN,NaN,NaN
central_25_75_rectangle,10,256,30,20340935,reduced_conditional,0.022488914942399973,0.011134875,2245408,650,33792,7168,1024
central_25_75_rectangle,10,1024,1,20360906,current_indicator,0.021484375,0.016111792,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,1,20360906,reduced_conditional,0.02241988581786588,0.045271833,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,2,20360907,current_indicator,0.0205078125,0.015131125,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,2,20360907,reduced_conditional,0.022407878865908424,0.045306708,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,3,20360908,current_indicator,0.017578125,0.015067041,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,3,20360908,reduced_conditional,0.02240613141685774,0.045303083,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,4,20360909,current_indicator,0.0244140625,0.014931417,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,4,20360909,reduced_conditional,0.022414942222787924,0.045349542,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,5,20360910,current_indicator,0.0283203125,0.015050291,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,5,20360910,reduced_conditional,0.022408295482874912,0.045290333,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,6,20360911,current_indicator,0.01953125,0.015020791,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,6,20360911,reduced_conditional,0.02242283776622772,0.045186833,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,7,20360912,current_indicator,0.021484375,0.015111333,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,7,20360912,reduced_conditional,0.022403930534303267,0.045210666,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,8,20360913,current_indicator,0.025390625,0.015009417,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,8,20360913,reduced_conditional,0.022410100852149662,0.045152042,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,9,20360914,current_indicator,0.0244140625,0.014955292,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,9,20360914,reduced_conditional,0.0224186655929955,0.045334583,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,10,20360915,current_indicator,0.021484375,0.014876709,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,10,20360915,reduced_conditional,0.022408430777821873,0.045303958,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,11,20360916,current_indicator,0.0234375,0.014964166,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,11,20360916,reduced_conditional,0.022401767901403958,0.045240667,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,12,20360917,current_indicator,0.0224609375,0.014989458,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,12,20360917,reduced_conditional,0.022417052590029855,0.045070542,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,13,20360918,current_indicator,0.021484375,0.015872667,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,13,20360918,reduced_conditional,0.022419420698663442,0.044471458,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,14,20360919,current_indicator,0.0244140625,0.01572275,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,14,20360919,reduced_conditional,0.022421983766163934,0.044417583,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,15,20360920,current_indicator,0.025390625,0.015974166,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,15,20360920,reduced_conditional,0.02241775750371502,0.044474542,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,16,20360921,current_indicator,0.01171875,0.015685959,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,16,20360921,reduced_conditional,0.022419287996877174,0.044513459,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,17,20360922,current_indicator,0.0302734375,0.015661792,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,17,20360922,reduced_conditional,0.022420235601081168,0.04440425,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,18,20360923,current_indicator,0.0205078125,0.015589292,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,18,20360923,reduced_conditional,0.022403057234176363,0.044403458,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,19,20360924,current_indicator,0.0361328125,0.015717916,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,19,20360924,reduced_conditional,0.022419819432371015,0.044376459,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,20,20360925,current_indicator,0.015625,0.016050083,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,20,20360925,reduced_conditional,0.022415265722652816,0.044430833,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,21,20360926,current_indicator,0.01953125,0.016053459,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,21,20360926,reduced_conditional,0.02241271517816012,0.04517625,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,22,20360927,current_indicator,0.02734375,0.016549292,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,22,20360927,reduced_conditional,0.022410685677275076,0.044712417,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,23,20360928,current_indicator,0.0263671875,0.016128625,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,23,20360928,reduced_conditional,0.022409215931374106,0.04459925,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,24,20360929,current_indicator,0.025390625,0.015950459,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,24,20360929,reduced_conditional,0.022420286919379452,0.044595,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,25,20360930,current_indicator,0.015625,0.015681792,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,25,20360930,reduced_conditional,0.022406758984752872,0.044543958,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,26,20360931,current_indicator,0.01953125,0.01558025,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,26,20360931,reduced_conditional,0.02241179112422995,0.044432959,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,27,20360932,current_indicator,0.0205078125,0.015663084,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,27,20360932,reduced_conditional,0.02241417286157198,0.044712334,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,28,20360933,current_indicator,0.0244140625,0.015947167,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,28,20360933,reduced_conditional,0.022403180823186413,0.0455665,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,29,20360934,current_indicator,0.015625,0.01515225,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,29,20360934,reduced_conditional,0.022422909113243936,0.045601167,8308544,700,135168,28672,4096
central_25_75_rectangle,10,1024,30,20360935,current_indicator,0.02734375,0.015102667,11489792,4300,NaN,NaN,NaN
central_25_75_rectangle,10,1024,30,20360935,reduced_conditional,0.022404486770528875,0.045084417,8308544,700,135168,28672,4096
central_25_75_rectangle,10,4096,1,20380906,current_indicator,0.02490234375,0.061898875,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,1,20380906,reduced_conditional,0.02241228964448484,0.181965042,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,2,20380907,current_indicator,0.02099609375,0.063052042,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,2,20380907,reduced_conditional,0.022415123007891703,0.182339792,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,3,20380908,current_indicator,0.020751953125,0.062718666,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,3,20380908,reduced_conditional,0.02241608447847591,0.186852458,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,4,20380909,current_indicator,0.02099609375,0.060914542,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,4,20380909,reduced_conditional,0.022418875779517056,0.180582541,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,5,20380910,current_indicator,0.01953125,0.061654709,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,5,20380910,reduced_conditional,0.02241408334497837,0.383515625,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,6,20380911,current_indicator,0.020263671875,0.0604275,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,6,20380911,reduced_conditional,0.022414914688243043,0.179251958,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,7,20380912,current_indicator,0.02001953125,0.060858667,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,7,20380912,reduced_conditional,0.022414987875360396,0.179178042,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,8,20380913,current_indicator,0.023193359375,0.062604958,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,8,20380913,reduced_conditional,0.022416069929542943,0.179580666,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,9,20380914,current_indicator,0.0244140625,0.061025542,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,9,20380914,reduced_conditional,0.02241693392771769,0.179305625,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,10,20380915,current_indicator,0.02099609375,0.061627458,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,10,20380915,reduced_conditional,0.022414553873252585,0.179264583,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,11,20380916,current_indicator,0.021484375,0.06214175,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,11,20380916,reduced_conditional,0.022412008511350136,0.179072084,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,12,20380917,current_indicator,0.0205078125,0.061648083,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,12,20380917,reduced_conditional,0.02241279441210878,0.180485875,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,13,20380918,current_indicator,0.0205078125,0.061913208,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,13,20380918,reduced_conditional,0.0224142845478098,0.1792245,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,14,20380919,current_indicator,0.0224609375,0.062490166,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,14,20380919,reduced_conditional,0.022416418477872412,0.182806417,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,15,20380920,current_indicator,0.022705078125,0.062240834,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,15,20380920,reduced_conditional,0.022416102476565183,0.18019,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,16,20380921,current_indicator,0.0244140625,0.068625,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,16,20380921,reduced_conditional,0.022416357524836863,0.180503709,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,17,20380922,current_indicator,0.019287109375,0.061968291,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,17,20380922,reduced_conditional,0.022414127451053183,0.180788625,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,18,20380923,current_indicator,0.02294921875,0.061695334,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,18,20380923,reduced_conditional,0.022414665845502384,0.180842375,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,19,20380924,current_indicator,0.0244140625,0.061768166,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,19,20380924,reduced_conditional,0.022414876712360702,0.1804505,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,20,20380925,current_indicator,0.02197265625,0.062318458,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,20,20380925,reduced_conditional,0.022417683442281847,0.213977958,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,21,20380926,current_indicator,0.0244140625,0.232203625,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,21,20380926,reduced_conditional,0.022416044007364692,0.179302958,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,22,20380927,current_indicator,0.02294921875,0.060362791,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,22,20380927,reduced_conditional,0.022413791550572344,0.179406791,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,23,20380928,current_indicator,0.02294921875,0.060564,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,23,20380928,reduced_conditional,0.02241645615247195,0.180854417,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,24,20380929,current_indicator,0.021728515625,0.060582667,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,24,20380929,reduced_conditional,0.022416437584354368,0.179203583,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,25,20380930,current_indicator,0.025634765625,0.061909458,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,25,20380930,reduced_conditional,0.022414155756644353,0.179339416,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,26,20380931,current_indicator,0.02099609375,0.060667334,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,26,20380931,reduced_conditional,0.022415777961039707,0.180580542,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,27,20380932,current_indicator,0.02197265625,0.062003208,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,27,20380932,reduced_conditional,0.02241365558868262,0.179240459,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,28,20380933,current_indicator,0.0244140625,0.062566625,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,28,20380933,reduced_conditional,0.02241453985090229,0.179857333,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,29,20380934,current_indicator,0.02099609375,0.061726333,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,29,20380934,reduced_conditional,0.02241465212438686,0.181174042,32820032,748,540672,114688,16384
central_25_75_rectangle,10,4096,30,20380935,current_indicator,0.022705078125,0.0623975,44857088,4360,NaN,NaN,NaN
central_25_75_rectangle,10,4096,30,20380935,reduced_conditional,0.022414694417814233,0.185144584,32820032,748,540672,114688,16384
