case_id,d,conditioning_dimension,rho,event,rule,N,rep,seed,method,estimate,reference,abs_error,generation_time_s,evaluation_time_s,total_runtime_s,generation_bytes,evaluation_bytes,generation_allocations,evaluation_allocations,hfunc_calls,hinv_calls,pair_cdf_calls
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,10,20840761,reduced_conditional,0.459730411355512,0.45975543587489426,2.5024519382244037e-5,0.0049255,0.036873833,0.041799333,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,11,20840762,reduced_conditional,0.4563673927319002,0.45975543587489426,0.0033880431429940683,0.004854166,0.036767,0.041621166,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,12,20840763,reduced_conditional,0.46060783330330257,0.45975543587489426,0.0008523974284083136,0.004865625,0.036803458,0.041669082999999996,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,13,20840764,reduced_conditional,0.4623359524842098,0.45975543587489426,0.0025805166093155196,0.004827292,0.036879375,0.041706667,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,14,20840765,reduced_conditional,0.4594133931713716,0.45975543587489426,0.0003420427035226714,0.004875583,0.036696708,0.041572291000000004,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,15,20840766,reduced_conditional,0.4608843803301349,0.45975543587489426,0.0011289444552406436,0.004847333,0.036823334,0.041670667,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,16,20840767,reduced_conditional,0.4607134457620257,0.45975543587489426,0.0009580098871314613,0.006266625,0.03677025,0.043036874999999995,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,17,20840768,reduced_conditional,0.46303763927936503,0.45975543587489426,0.0032822034044707737,0.004793917,0.036815958,0.041609875000000004,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,18,20840769,reduced_conditional,0.46039357827270055,0.45975543587489426,0.0006381423978062961,0.0048095,0.036789416,0.041598916,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,19,20840770,reduced_conditional,0.4616971441268845,0.45975543587489426,0.0019417082519902484,0.004808417,0.036848166,0.041656583000000004,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,20,20840771,reduced_conditional,0.4571868408717491,0.45975543587489426,0.0025685950031451577,0.004855666,0.036775708,0.041631374,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,21,20840772,reduced_conditional,0.45923048267484884,0.45975543587489426,0.0005249532000454193,0.00481975,0.036812792,0.041632541999999995,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,22,20840773,reduced_conditional,0.46275877476338273,0.45975543587489426,0.0030033388884884715,0.00566175,0.036848792,0.042510542,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,23,20840774,reduced_conditional,0.4576787195902147,0.45975543587489426,0.002076716284679536,0.004786417,0.03675175,0.041538167,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,24,20840775,reduced_conditional,0.4620054502123833,0.45975543587489426,0.002250014337489059,0.004812166,0.036785458,0.041597624,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,25,20840776,reduced_conditional,0.4608671409311382,0.45975543587489426,0.0011117050562439168,0.004795416,0.036874416,0.041669832000000004,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,26,20840777,reduced_conditional,0.4608538368034374,0.45975543587489426,0.0010984009285431307,0.00570425,0.036733125,0.042437375,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,27,20840778,reduced_conditional,0.46066379231451776,0.45975543587489426,0.0009083564396235033,0.004779791,0.036724292,0.041504083,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,28,20840779,reduced_conditional,0.45928592612917446,0.45975543587489426,0.0004695097457197983,0.004822042,0.03670675,0.041528792,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,29,20840780,reduced_conditional,0.4575644721365773,0.45975543587489426,0.0021909637383169533,0.004795875,0.036735791,0.041531665999999995,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,256,30,20840781,reduced_conditional,0.45972345577740426,0.45975543587489426,3.198009749000308e-5,0.005470792,0.036795792,0.042266584,5657968,112,1620,2,175104,39168,1024
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,1,20917552,current_indicator,0.462890625,0.45975543587489426,0.0031351891251057418,0.020835333,0.103196708,0.124032041,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,2,20917553,current_indicator,0.451171875,0.45975543587489426,0.008583560874894258,0.019854084,0.105157417,0.125011501,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,3,20917554,current_indicator,0.46875,0.45975543587489426,0.008994564125105742,0.019159459,0.103470792,0.12263025100000001,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,4,20917555,current_indicator,0.44921875,0.45975543587489426,0.010536685874894258,0.019388166,0.103550709,0.122938875,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,5,20917556,current_indicator,0.458984375,0.45975543587489426,0.0007710608748942582,0.019510333,0.104038291,0.12354862400000001,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,6,20917557,current_indicator,0.46484375,0.45975543587489426,0.005088314125105742,0.01946475,0.10476525,0.12423000000000001,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,7,20917558,current_indicator,0.466796875,0.45975543587489426,0.007041439125105742,0.020124042,0.104406958,0.124531,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,8,20917559,current_indicator,0.4580078125,0.45975543587489426,0.0017476233748942582,0.019977625,0.103861625,0.12383925,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,9,20917560,current_indicator,0.44921875,0.45975543587489426,0.010536685874894258,0.01980775,0.10349475,0.1233025,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,10,20917561,current_indicator,0.474609375,0.45975543587489426,0.014853939125105742,0.0198205,0.108599416,0.128419916,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,11,20917562,current_indicator,0.4697265625,0.45975543587489426,0.009971126625105742,0.019801541,0.103698167,0.12349970799999999,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,12,20917563,current_indicator,0.4560546875,0.45975543587489426,0.0037007483748942582,0.020199583,0.10367425,0.12387383299999999,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,13,20917564,current_indicator,0.453125,0.45975543587489426,0.006630435874894258,0.019663875,0.10350825,0.123172125,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,14,20917565,current_indicator,0.455078125,0.45975543587489426,0.004677310874894258,0.020059875,0.104004542,0.12406441700000001,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,15,20917566,current_indicator,0.4560546875,0.45975543587489426,0.0037007483748942582,0.020280167,0.105333417,0.125613584,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,16,20917567,current_indicator,0.474609375,0.45975543587489426,0.014853939125105742,0.019572541,0.10375175,0.123324291,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,17,20917568,current_indicator,0.4638671875,0.45975543587489426,0.004111751625105742,0.019493875,0.104486666,0.123980541,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,18,20917569,current_indicator,0.4443359375,0.45975543587489426,0.015419498374894258,0.019441041,0.104198375,0.123639416,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,19,20917570,current_indicator,0.4609375,0.45975543587489426,0.0011820641251057418,0.019619208,0.125653167,0.145272375,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,20,20917571,current_indicator,0.4462890625,0.45975543587489426,0.013466373374894258,0.169880917,0.1055215,0.275402417,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,21,20917572,current_indicator,0.470703125,0.45975543587489426,0.010947689125105742,0.019138667,0.103860166,0.122998833,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,22,20917573,current_indicator,0.451171875,0.45975543587489426,0.008583560874894258,0.018901334,0.1037855,0.122686834,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,23,20917574,current_indicator,0.4658203125,0.45975543587489426,0.006064876625105742,0.019879375,0.102921958,0.122801333,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,24,20917575,current_indicator,0.46875,0.45975543587489426,0.008994564125105742,0.020163583,0.103646542,0.123810125,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,25,20917576,current_indicator,0.4638671875,0.45975543587489426,0.004111751625105742,0.018966875,0.103678584,0.12264545900000001,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,26,20917577,current_indicator,0.466796875,0.45975543587489426,0.007041439125105742,0.018994083,0.105998584,0.124992667,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,27,20917578,current_indicator,0.44140625,0.45975543587489426,0.018349185874894258,0.019321542,0.104726625,0.124048167,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,28,20917579,current_indicator,0.462890625,0.45975543587489426,0.0031351891251057418,0.020022625,0.104572083,0.124594708,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,29,20917580,current_indicator,0.4716796875,0.45975543587489426,0.011924251625105742,0.01915075,0.103223667,0.12237441700000001,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,30,20917581,current_indicator,0.4775390625,0.45975543587489426,0.017783626625105742,0.019800708,0.104867833,0.124668541,20791168,3176736,1741,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,1,20917552,reduced_conditional,0.4597646630531965,0.45975543587489426,9.227178302262384e-6,0.01901725,0.147578167,0.16659541700000002,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,2,20917553,reduced_conditional,0.4594526406876649,0.45975543587489426,0.0003027951872293655,0.021309333,0.147719459,0.16902879199999998,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,3,20917554,reduced_conditional,0.45991929029662615,0.45975543587489426,0.00016385442173189046,0.022809625,0.148471792,0.171281417,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,4,20917555,reduced_conditional,0.45996421288234113,0.45975543587489426,0.00020877700744686978,0.019734042,0.147426917,0.167160959,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,5,20917556,reduced_conditional,0.46025032150821854,0.45975543587489426,0.0004948856333242824,0.019379458,0.149503084,0.168882542,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,6,20917557,reduced_conditional,0.4597814553865786,0.45975543587489426,2.6019511684349794e-5,0.020220083,0.149395625,0.169615708,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,7,20917558,reduced_conditional,0.45982003995937537,0.45975543587489426,6.460408448111243e-5,0.019401417,0.147479416,0.166880833,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,8,20917559,reduced_conditional,0.4596357547960401,0.45975543587489426,0.00011968107885418355,0.019606958,0.147474708,0.16708166600000002,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,9,20917560,reduced_conditional,0.45974704421247065,0.45975543587489426,8.391662423612445e-6,0.019845458,0.147280666,0.16712612400000001,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,10,20917561,reduced_conditional,0.46000043090871184,0.45975543587489426,0.00024499503381758547,0.019510584,0.147522292,0.167032876,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,11,20917562,reduced_conditional,0.4607536147548274,0.45975543587489426,0.0009981788799331426,0.01952775,0.147421375,0.166949125,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,12,20917563,reduced_conditional,0.4594419841652359,0.45975543587489426,0.00031345170965835223,0.020405917,0.148428333,0.16883425,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,13,20917564,reduced_conditional,0.4596822985478362,0.45975543587489426,7.313732705804821e-5,0.02004175,0.148190958,0.168232708,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,14,20917565,reduced_conditional,0.4593215060130934,0.45975543587489426,0.00043392986180085247,0.020141541,0.147848792,0.167990333,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,15,20917566,reduced_conditional,0.4599070475339805,0.45975543587489426,0.00015161165908622598,0.0200605,0.147415834,0.167476334,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,16,20917567,reduced_conditional,0.4596412768102892,0.45975543587489426,0.0001141590646050461,0.019931791,0.147561459,0.16749325,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,17,20917568,reduced_conditional,0.4595241047096867,0.45975543587489426,0.00023133116520757113,0.019529209,0.147311125,0.16684033399999998,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,18,20917569,reduced_conditional,0.45927030415175607,0.45975543587489426,0.000485131723138188,0.019525667,0.149808667,0.169334334,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,19,20917570,reduced_conditional,0.459972936099035,0.45975543587489426,0.0002175002241407431,0.019863917,0.147843958,0.167707875,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,20,20917571,reduced_conditional,0.45936783590968894,0.45975543587489426,0.0003875999652053208,0.01996975,0.147053166,0.16702291600000002,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,21,20917572,reduced_conditional,0.4593652152548844,0.45975543587489426,0.00039022062000987345,0.019461583,0.147249916,0.166711499,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,22,20917573,reduced_conditional,0.459895756548053,0.45975543587489426,0.00014032067315872254,0.019795625,0.147354125,0.16714975,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,23,20917574,reduced_conditional,0.45933939490638315,0.45975543587489426,0.00041604096851111105,0.019461,0.147011667,0.16647266700000002,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,24,20917575,reduced_conditional,0.45996052567311213,0.45975543587489426,0.00020508979821787232,0.01946975,0.14708325,0.166553,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,25,20917576,reduced_conditional,0.4599813472348774,0.45975543587489426,0.00022591135998312195,0.019469667,0.147126958,0.166596625,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,26,20917577,reduced_conditional,0.4595842580157829,0.45975543587489426,0.00017117785911135996,0.019654,0.147303792,0.166957792,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,27,20917578,reduced_conditional,0.4597913771013671,0.45975543587489426,3.594122647282427e-5,0.038104208,0.147472709,0.185576917,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,28,20917579,reduced_conditional,0.46039554077129163,0.45975543587489426,0.0006401048963973754,0.170089291,0.148239792,0.318329083,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,29,20917580,reduced_conditional,0.459764247065397,0.45975543587489426,8.811190502722166e-6,0.019476292,0.147907417,0.16738370900000002,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,1024,30,20917581,reduced_conditional,0.45882061779030303,0.45975543587489426,0.0009348180845912268,0.019307667,0.147197,0.166504667,20791168,112,1741,2,700416,156672,4096
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,1,21224752,current_indicator,0.462890625,0.45975543587489426,0.0031351891251057418,0.082588416,0.425780209,0.508368625,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,2,21224753,current_indicator,0.465087890625,0.45975543587489426,0.005332454750105742,0.081096166,0.429750541,0.510846707,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,3,21224754,current_indicator,0.466796875,0.45975543587489426,0.007041439125105742,0.081041,0.42113675,0.50217775,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,4,21224755,current_indicator,0.455322265625,0.45975543587489426,0.004433170249894258,0.08102825,0.422787459,0.503815709,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,5,21224756,current_indicator,0.4580078125,0.45975543587489426,0.0017476233748942582,0.25007725,0.425067125,0.6751443749999999,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,6,21224757,current_indicator,0.46728515625,0.45975543587489426,0.007529720375105742,0.080263042,0.425640625,0.505903667,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,7,21224758,current_indicator,0.457763671875,0.45975543587489426,0.0019917639998942582,0.080945791,0.4259345,0.506880291,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,8,21224759,current_indicator,0.45556640625,0.45975543587489426,0.004189029624894258,0.081719375,0.429112708,0.510832083,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,9,21224760,current_indicator,0.465576171875,0.45975543587489426,0.005820736000105742,0.081570334,0.423535167,0.505105501,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,10,21224761,current_indicator,0.47119140625,0.45975543587489426,0.011435970375105742,0.249918959,0.424855125,0.674774084,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,11,21224762,current_indicator,0.454345703125,0.45975543587489426,0.005409732749894258,0.080303208,0.424801084,0.505104292,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,12,21224763,current_indicator,0.465087890625,0.45975543587489426,0.005332454750105742,0.080522416,0.423568834,0.50409125,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,13,21224764,current_indicator,0.46142578125,0.45975543587489426,0.0016703453751057418,0.080490625,0.423324167,0.503814792,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,14,21224765,current_indicator,0.45947265625,0.45975543587489426,0.00028277962489425823,0.0816405,0.429613209,0.511253709,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,15,21224766,current_indicator,0.461669921875,0.45975543587489426,0.0019144860001057418,0.080504209,0.423907,0.5044112089999999,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,16,21224767,current_indicator,0.461181640625,0.45975543587489426,0.0014262047501057418,0.250603292,0.420934334,0.671537626,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,17,21224768,current_indicator,0.4619140625,0.45975543587489426,0.0021586266251057418,0.080295625,0.423266042,0.503561667,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,18,21224769,current_indicator,0.4580078125,0.45975543587489426,0.0017476233748942582,0.080224125,0.422223709,0.502447834,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,19,21224770,current_indicator,0.46533203125,0.45975543587489426,0.005576595375105742,0.080305042,0.424716125,0.505021167,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,20,21224771,current_indicator,0.447509765625,0.45975543587489426,0.012245670249894258,0.081321375,0.428562708,0.509884083,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,21,21224772,current_indicator,0.460205078125,0.45975543587489426,0.00044964225010574177,0.101577959,0.426178792,0.527756751,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,22,21224773,current_indicator,0.458251953125,0.45975543587489426,0.0015034827498942582,0.225309666,0.421412167,0.646721833,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,23,21224774,current_indicator,0.459716796875,0.45975543587489426,3.863899989425823e-5,0.080108334,0.422240916,0.50234925,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,24,21224775,current_indicator,0.4501953125,0.45975543587489426,0.009560123374894258,0.081205375,0.425002916,0.506208291,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,25,21224776,current_indicator,0.464111328125,0.45975543587489426,0.004355892250105742,0.081750334,0.427841042,0.509591376,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,26,21224777,current_indicator,0.455078125,0.45975543587489426,0.004677310874894258,0.080623583,0.424161125,0.5047847080000001,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,27,21224778,current_indicator,0.453125,0.45975543587489426,0.006630435874894258,0.251823417,0.425685458,0.677508875,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,28,21224779,current_indicator,0.45556640625,0.45975543587489426,0.004189029624894258,0.081195334,0.422168792,0.503364126,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,29,21224780,current_indicator,0.454833984375,0.45975543587489426,0.004921451499894258,0.081277708,0.421994792,0.5032725,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,30,21224781,current_indicator,0.45751953125,0.45975543587489426,0.0022359046248942582,0.081079,0.425325708,0.506404708,82069888,5683488,1861,2683,NaN,NaN,NaN
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,1,21224752,reduced_conditional,0.4597770721128703,0.45975543587489426,2.1636237976019324e-5,0.08467475,0.595050958,0.679725708,82069888,112,1861,2,2801664,626688,16384
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,2,21224753,reduced_conditional,0.4600563381537342,0.45975543587489426,0.0003009022788399429,0.240891834,0.589575875,0.830467709,82069888,112,1861,2,2801664,626688,16384
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,3,21224754,reduced_conditional,0.4596923863601662,0.45975543587489426,6.304951472807518e-5,0.080510958,0.588414542,0.6689255,82069888,112,1861,2,2801664,626688,16384
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,4,21224755,reduced_conditional,0.45961529021674147,0.45975543587489426,0.00014014565815279045,0.080317416,0.590126084,0.6704435,82069888,112,1861,2,2801664,626688,16384
equicorr_interior_rho0_3_d20,20,18,0.3,interior,sobol_owen,4096,5,21224756,reduced_conditional,0.4597673288420958,0.45975543587489426,1.1892967201554416e-5,0.08108225,0.587628584,0.668710834,82069888,112,1861,2,2801664,626688,16384
