industry,transform,pattern_index,pattern,terminal_adjacent,integration_dimension,N,R,seed,model_probability,numerical_se,empirical_frequency,runtime_s
Manuf,returns,98,5-1-2-4-3,true,4,4096,8,3949801,0.008284251579588722,2.9860802097162484e-7,0.008176614881439084,0.388035916
Manuf,returns,99,5-1-3-2-4,false,3,4096,8,3949901,0.006411600180537591,1.335294845497864e-7,0.005723630417007359,0.35856925
Manuf,returns,100,5-1-3-4-2,true,4,4096,8,3950001,0.00670826803929004,1.0736292043652576e-6,0.007563368765331153,0.439187417
Manuf,returns,101,5-1-4-2-3,false,3,4096,8,3950101,0.008553988409194194,1.530594485449971e-7,0.008994276369582993,0.559686542
Manuf,returns,102,5-1-4-3-2,true,4,4096,8,3950201,0.007879511611405732,1.0822688740292228e-6,0.008994276369582993,0.439479375
Manuf,returns,103,5-2-1-3-4,true,4,4096,8,3950301,0.008445426229115881,6.409721030871436e-7,0.009811937857726901,0.390112959
Manuf,returns,104,5-2-1-4-3,true,4,4096,8,3950401,0.008881546852359123,1.3042379101247322e-6,0.010425183973834832,0.386658417
Manuf,returns,105,5-2-3-1-4,false,3,4096,8,3950501,0.00909842405512357,8.799266283297321e-8,0.006541291905151268,0.352878792
Manuf,returns,106,5-2-3-4-1,true,4,4096,8,3950601,0.009862990178556725,6.865122943932817e-7,0.011242845461978741,0.443771875
Manuf,returns,107,5-2-4-1-3,false,3,4096,8,3950701,0.00897337355796524,1.067009672986589e-7,0.008994276369582993,0.356124958
Manuf,returns,108,5-2-4-3-1,true,4,4096,8,3950801,0.009237210734641354,1.267400347917877e-6,0.010425183973834832,0.447899125
Manuf,returns,109,5-3-1-2-4,false,3,4096,8,3950901,0.00664438286082676,5.144050716185255e-7,0.006132461161079314,0.364327125
Manuf,returns,110,5-3-1-4-2,false,3,4096,8,3951001,0.006916234605032142,6.609558329005154e-7,0.006745707277187245,0.593467334
Manuf,returns,111,5-3-2-1-4,false,3,4096,8,3951101,0.008109249585409107,1.6464200726018591e-7,0.008994276369582993,0.362254042
Manuf,returns,112,5-3-2-4-1,false,3,4096,8,3951201,0.009328114563502962,2.2803575615526977e-7,0.009403107113654947,0.377949
Manuf,returns,113,5-3-4-1-2,true,4,4096,8,3951301,0.008277404493747,8.034927947396941e-6,0.008585445625511038,0.438210459
Manuf,returns,114,5-3-4-2-1,true,4,4096,8,3951401,0.009114700846110598,5.51131798603355e-7,0.008585445625511038,0.439232291
Manuf,returns,115,5-4-1-2-3,false,3,4096,8,3951501,0.009593492823133504,4.4069034940806146e-7,0.011447260834014717,0.359416875
Manuf,returns,116,5-4-1-3-2,false,3,4096,8,3951601,0.009357698322237509,1.0506423683925059e-6,0.012469337694194603,0.39278025
Manuf,returns,117,5-4-2-1-3,false,3,4096,8,3951701,0.009444865236361719,3.303238626670464e-7,0.008585445625511038,0.365968917
Manuf,returns,118,5-4-2-3-1,false,3,4096,8,3951801,0.00967380652003581,5.945372505622966e-7,0.006132461161079314,0.392333417
Manuf,returns,119,5-4-3-1-2,true,4,4096,8,3951901,0.009598755089628907,5.568656578455072e-6,0.007563368765331153,0.435322584
Manuf,returns,120,5-4-3-2-1,true,4,4096,8,3952001,0.010043555931109649,1.41667727536485e-6,0.008994276369582993,0.436223542
Manuf,absolute,1,1-2-3-4-5,false,3,4096,8,4040101,0.008453568446575811,1.5894218623510734e-7,0.011547344110854504,0.673634125
Manuf,absolute,2,1-2-3-5-4,false,3,4096,8,4040201,0.00852639161734422,9.897927151409314e-7,0.010077682133109386,0.667818542
Manuf,absolute,3,1-2-4-3-5,false,3,4096,8,4040301,0.008183901078273468,3.884545322984872e-7,0.009447826999790049,0.867703
Manuf,absolute,4,1-2-4-5-3,false,3,4096,8,4040401,0.008274327169949754,2.1365192807493943e-7,0.007348309888725593,0.636100208
Manuf,absolute,5,1-2-5-3-4,false,3,4096,8,4040501,0.008342169631728388,6.887025896036558e-7,0.00986773042200294,0.66413225
Manuf,absolute,6,1-2-5-4-3,false,3,4096,8,4040601,0.008356122549734255,6.30187484296369e-7,0.0077682133109384845,0.643290542
Manuf,absolute,7,1-3-2-4-5,true,4,4096,8,4040701,0.00837865721895937,1.2490650704629219e-6,0.007978165022044929,0.925887125
Manuf,absolute,8,1-3-2-5-4,true,4,4096,8,4040801,0.008570945494278013,2.4154969961773828e-6,0.007138358177619148,0.927044958
Manuf,absolute,9,1-3-4-2-5,true,4,4096,8,4040901,0.008422252333160445,5.282691197126544e-7,0.008188116733151375,0.934905917
Manuf,absolute,10,1-3-4-5-2,true,4,4096,8,4041001,0.008473015796668964,5.206094226993787e-7,0.0077682133109384845,0.919510875
Manuf,absolute,11,1-3-5-2-4,true,4,4096,8,4041101,0.008392934249674593,6.695807037599519e-7,0.00608859962208692,0.942535292
Manuf,absolute,12,1-3-5-4-2,true,4,4096,8,4041201,0.008272017127004256,4.6381491804742497e-7,0.01070753726642872,0.921096042
Manuf,absolute,13,1-4-2-3-5,false,3,4096,8,4041301,0.00838743695624079,1.0178874513761567e-6,0.01028763384421583,0.67231875
Manuf,absolute,14,1-4-2-5-3,false,3,4096,8,4041401,0.00819933422876505,1.1221745876140435e-7,0.0077682133109384845,0.649822458
Manuf,absolute,15,1-4-3-2-5,false,3,4096,8,4041501,0.008644178693157836,4.906118693096639e-7,0.006508503044299811,0.670580125
Manuf,absolute,16,1-4-3-5-2,false,3,4096,8,4041601,0.008320259877414624,3.7263862691175275e-7,0.006298551333193366,0.659533791
Manuf,absolute,17,1-4-5-2-3,false,3,4096,8,4041701,0.00818736806747937,7.087936596819345e-7,0.0077682133109384845,0.638922166
Manuf,absolute,18,1-4-5-3-2,false,3,4096,8,4041801,0.008224969648460676,8.897352524731154e-7,0.007978165022044929,0.656577958
Manuf,absolute,19,1-5-2-3-4,false,3,4096,8,4041901,0.008427347787940916,6.577632754488982e-7,0.010077682133109386,0.678958875
Manuf,absolute,20,1-5-2-4-3,false,3,4096,8,4042001,0.00805123379323622,1.3664529628169524e-7,0.0077682133109384845,0.654415584
Manuf,absolute,21,1-5-3-2-4,false,3,4096,8,4042101,0.008368651107583235,5.284089528413732e-7,0.008398068444257821,0.679628791
Manuf,absolute,22,1-5-3-4-2,false,3,4096,8,4042201,0.008103830643374289,1.9237585482681327e-7,0.007558261599832038,0.668451583
Manuf,absolute,23,1-5-4-2-3,false,3,4096,8,4042301,0.008118805046480496,1.3723112041943018e-7,0.008608020155364266,0.851156208
Manuf,absolute,24,1-5-4-3-2,false,3,4096,8,4042401,0.008323865368432347,5.265487276369543e-7,0.009237875288683603,0.649524958
Manuf,absolute,25,2-1-3-4-5,true,4,4096,8,4042501,0.008524168065509588,1.3885252286006732e-6,0.009237875288683603,0.9494335
Manuf,absolute,26,2-1-3-5-4,true,4,4096,8,4042601,0.008191884216249555,3.129061963470461e-6,0.006718454755406256,0.945128208
Manuf,absolute,27,2-1-4-3-5,false,3,4096,8,4042701,0.0083514393121973,4.1682179858063215e-7,0.0077682133109384845,0.710565459
Manuf,absolute,28,2-1-4-5-3,false,3,4096,8,4042801,0.008558412416462574,2.0760530626013616e-7,0.008398068444257821,0.686642916
Manuf,absolute,29,2-1-5-3-4,false,3,4096,8,4042901,0.00802297972349814,1.0223844870246835e-6,0.007348309888725593,0.719950666
Manuf,absolute,30,2-1-5-4-3,false,3,4096,8,4043001,0.008523116485628588,6.474433314022518e-7,0.006928406466512702,0.907090792
Manuf,absolute,31,2-3-1-4-5,true,4,4096,8,4043101,0.008586536094004414,1.5012585788126042e-6,0.009657778710896493,0.938307916
Manuf,absolute,32,2-3-1-5-4,true,4,4096,8,4043201,0.008105208464805306,2.6060040442117616e-6,0.008608020155364266,0.9503505
Manuf,absolute,33,2-3-4-1-5,false,3,4096,8,4043301,0.008262103981157653,4.515546909067773e-7,0.011337392399748058,0.70075375
Manuf,absolute,34,2-3-4-5-1,false,3,4096,8,4043401,0.008116613160757454,2.011335760796842e-7,0.008608020155364266,0.687721917
Manuf,absolute,35,2-3-5-1-4,false,3,4096,8,4043501,0.008174201045996088,9.071466044957443e-7,0.005248792777661138,0.718884791
Manuf,absolute,36,2-3-5-4-1,false,3,4096,8,4043601,0.00833271533297951,4.339599942655625e-7,0.008398068444257821,0.694475708
Manuf,absolute,37,2-4-1-3-5,true,4,4096,8,4043701,0.008407032290519407,1.1173347488093077e-6,0.0054587444887675834,1.077827625
Manuf,absolute,38,2-4-1-5-3,false,3,4096,8,4043801,0.008522693601454162,9.900580696324299e-8,0.01028763384421583,0.677153334
Manuf,absolute,39,2-4-3-1-5,true,4,4096,8,4043901,0.008202177882264487,7.609329563003988e-7,0.006718454755406256,0.950705708
Manuf,absolute,40,2-4-3-5-1,false,3,4096,8,4044001,0.008150144177676327,1.6294578170372488e-7,0.006928406466512702,0.675884333
Manuf,absolute,41,2-4-5-1-3,true,4,4096,8,4044101,0.008582383824635578,7.142681702670503e-7,0.007348309888725593,0.902822291
Manuf,absolute,42,2-4-5-3-1,true,4,4096,8,4044201,0.008409582570525194,5.655474532276929e-7,0.008817971866470712,1.115739584
Manuf,absolute,43,2-5-1-3-4,true,4,4096,8,4044301,0.008076399374377851,1.0843211815247545e-6,0.0077682133109384845,0.94704775
Manuf,absolute,44,2-5-1-4-3,false,3,4096,8,4044401,0.008539223846981393,1.429734677655263e-7,0.007348309888725593,0.685071375
Manuf,absolute,45,2-5-3-1-4,true,4,4096,8,4044501,0.008397818495720452,9.36973700523738e-7,0.008608020155364266,0.945856125
Manuf,absolute,46,2-5-3-4-1,false,3,4096,8,4044601,0.008443044699589302,1.8347792834970745e-7,0.009027923577577156,0.682623458
Manuf,absolute,47,2-5-4-1-3,true,4,4096,8,4044701,0.008721647010784997,2.9015733941588543e-7,0.006928406466512702,0.907694625
Manuf,absolute,48,2-5-4-3-1,true,4,4096,8,4044801,0.008382940274313203,3.046172815088674e-7,0.009447826999790049,0.89840075
Manuf,absolute,49,3-1-2-4-5,true,4,4096,8,4044901,0.00819564679327919,5.839355744207049e-7,0.008608020155364266,1.13190575
Manuf,absolute,50,3-1-2-5-4,true,4,4096,8,4045001,0.008200067282667948,3.960329214965304e-6,0.007348309888725593,0.925967833
Manuf,absolute,51,3-1-4-2-5,true,4,4096,8,4045101,0.008444399896172567,6.19410324163259e-7,0.008188116733151375,0.929644917
Manuf,absolute,52,3-1-4-5-2,true,4,4096,8,4045201,0.008803778838309491,6.146795638651401e-7,0.010917488977535167,0.918851083
Manuf,absolute,53,3-1-5-2-4,true,4,4096,8,4045301,0.008178338394444042,6.51774637781997e-7,0.008188116733151375,0.938917416
Manuf,absolute,54,3-1-5-4-2,true,4,4096,8,4045401,0.00848398562827992,7.607229486658564e-7,0.008398068444257821,0.922854917
Manuf,absolute,55,3-2-1-4-5,false,3,4096,8,4045501,0.008232622093636378,9.603584600504188e-8,0.007348309888725593,0.660915125
Manuf,absolute,56,3-2-1-5-4,false,3,4096,8,4045601,0.0079899235887041,1.3386242826658032e-6,0.009027923577577156,0.664571292
Manuf,absolute,57,3-2-4-1-5,false,3,4096,8,4045701,0.007941396960376133,3.0183074536351695e-7,0.0077682133109384845,0.665668375
Manuf,absolute,58,3-2-4-5-1,false,3,4096,8,4045801,0.007984692148411923,2.5405628575424574e-7,0.0077682133109384845,0.641676
Manuf,absolute,59,3-2-5-1-4,false,3,4096,8,4045901,0.008161234500568415,7.533145827369118e-7,0.006508503044299811,0.667428583
Manuf,absolute,60,3-2-5-4-1,false,3,4096,8,4046001,0.008296233543241471,3.593478857132901e-7,0.009237875288683603,0.643604208
Manuf,absolute,61,3-4-1-2-5,false,3,4096,8,4046101,0.008425543834435802,4.2645715104963254e-7,0.006928406466512702,0.669311833
Manuf,absolute,62,3-4-1-5-2,false,3,4096,8,4046201,0.008682736087250353,1.774044129181577e-7,0.011127440688641613,0.658265917
Manuf,absolute,63,3-4-2-1-5,false,3,4096,8,4046301,0.007837640089517527,2.2162147839495999e-7,0.009027923577577156,0.67155875
Manuf,absolute,64,3-4-2-5-1,false,3,4096,8,4046401,0.008060607053681558,1.5267339009405175e-7,0.007978165022044929,0.648905292
Manuf,absolute,65,3-4-5-1-2,false,3,4096,8,4046501,0.008350902867268617,6.988191980864887e-7,0.009657778710896493,0.657653958
Manuf,absolute,66,3-4-5-2-1,false,3,4096,8,4046601,0.008354377438501676,4.456513462707184e-7,0.009447826999790049,0.633440542
Manuf,absolute,67,3-5-1-2-4,false,3,4096,8,4046701,0.008114785708940035,3.650880798700964e-7,0.009447826999790049,0.6773675
Manuf,absolute,68,3-5-1-4-2,false,3,4096,8,4046801,0.008463601146883963,1.8882788783977024e-7,0.00608859962208692,0.860196
Manuf,absolute,69,3-5-2-1-4,false,3,4096,8,4046901,0.008438500171807242,8.499402001300065e-7,0.009237875288683603,0.672830041
Manuf,absolute,70,3-5-2-4-1,false,3,4096,8,4047001,0.008430225066006354,8.783196535640479e-8,0.006718454755406256,0.651778667
Manuf,absolute,71,3-5-4-1-2,false,3,4096,8,4047101,0.00850852108998076,2.6848593589319017e-7,0.007978165022044929,0.658646958
Manuf,absolute,72,3-5-4-2-1,false,3,4096,8,4047201,0.008246421671141832,1.3042041457076954e-7,0.007978165022044929,0.634094459
Manuf,absolute,73,4-1-2-3-5,false,3,4096,8,4047301,0.00864693541602412,2.443056167445651e-6,0.009237875288683603,0.713898125
Manuf,absolute,74,4-1-2-5-3,false,3,4096,8,4047401,0.008267270635269604,8.214003902683094e-7,0.009447826999790049,0.699638416
Manuf,absolute,75,4-1-3-2-5,true,4,4096,8,4047501,0.008932915100992311,4.359669303904291e-6,0.006928406466512702,1.167272166
Manuf,absolute,76,4-1-3-5-2,true,4,4096,8,4047601,0.00836981826813293,1.0322042217950776e-6,0.009027923577577156,0.936296458
Manuf,absolute,77,4-1-5-2-3,false,3,4096,8,4047701,0.008157206406825705,9.84024922537609e-7,0.009657778710896493,0.676573875
Manuf,absolute,78,4-1-5-3-2,false,3,4096,8,4047801,0.008171221433516843,1.4541870362674222e-6,0.00986773042200294,0.706644708
Manuf,absolute,79,4-2-1-3-5,true,4,4096,8,4047901,0.008411734371126384,5.600588971198768e-6,0.008398068444257821,0.949613333
Manuf,absolute,80,4-2-1-5-3,false,3,4096,8,4048001,0.008237450109764118,6.989038079871443e-7,0.008188116733151375,0.697300417
Manuf,absolute,81,4-2-3-1-5,true,4,4096,8,4048101,0.008214920911860794,4.32892708436768e-6,0.007978165022044929,0.947841333
Manuf,absolute,82,4-2-3-5-1,false,3,4096,8,4048201,0.008365481414162578,7.465800777486741e-7,0.007138358177619148,0.697218791
Manuf,absolute,83,4-2-5-1-3,true,4,4096,8,4048301,0.008257215178577491,3.793987539044585e-7,0.008608020155364266,1.112795583
Manuf,absolute,84,4-2-5-3-1,true,4,4096,8,4048401,0.008619693682877138,1.128969926747354e-6,0.008817971866470712,0.907906458
Manuf,absolute,85,4-3-1-2-5,true,4,4096,8,4048501,0.008586221188733874,7.16934947222864e-6,0.009657778710896493,0.948448042
Manuf,absolute,86,4-3-1-5-2,true,4,4096,8,4048601,0.008337654337902428,1.8707687623016483e-6,0.008188116733151375,0.92803425
Manuf,absolute,87,4-3-2-1-5,false,3,4096,8,4048701,0.008070812820972703,1.646509166399974e-6,0.008608020155364266,0.70741225
Manuf,absolute,88,4-3-2-5-1,false,3,4096,8,4048801,0.008334722573851571,7.738412762219906e-7,0.008817971866470712,0.699281708
Manuf,absolute,89,4-3-5-1-2,false,3,4096,8,4048901,0.007987844665671907,7.958751383836995e-7,0.009027923577577156,0.713445042
Manuf,absolute,90,4-3-5-2-1,false,3,4096,8,4049001,0.008469222213126688,5.369192191776082e-7,0.006508503044299811,0.684792166
Manuf,absolute,91,4-5-1-2-3,false,3,4096,8,4049101,0.008017163854900412,1.6376027993604656e-6,0.008398068444257821,0.682514291
Manuf,absolute,92,4-5-1-3-2,true,4,4096,8,4049201,0.008177365447706886,8.814086086026385e-6,0.007558261599832038,0.930554958
Manuf,absolute,93,4-5-2-1-3,true,4,4096,8,4049301,0.008060449191605791,3.151284380919374e-6,0.007978165022044929,0.8796535
Manuf,absolute,94,4-5-2-3-1,true,4,4096,8,4049401,0.008714438551912519,4.877356370428183e-6,0.01028763384421583,0.885391833
Manuf,absolute,95,4-5-3-1-2,true,4,4096,8,4049501,0.00795120650883066,6.8135571018208465e-6,0.007978165022044929,0.930001375
Manuf,absolute,96,4-5-3-2-1,false,3,4096,8,4049601,0.008526573153744445,1.0904668566965002e-6,0.008398068444257821,0.680308583
Manuf,absolute,97,5-1-2-3-4,false,3,4096,8,4049701,0.008307107430835436,1.878648391031344e-6,0.008608020155364266,0.727525583
Manuf,absolute,98,5-1-2-4-3,false,3,4096,8,4049801,0.007913730965245148,1.2041947071319097e-6,0.006298551333193366,0.703801792
Manuf,absolute,99,5-1-3-2-4,true,4,4096,8,4049901,0.008301973311898974,4.040349665604336e-6,0.007348309888725593,0.957834667
Manuf,absolute,100,5-1-3-4-2,true,4,4096,8,4050001,0.008213679059033864,8.845099989597338e-7,0.008398068444257821,0.939104125
Manuf,absolute,101,5-1-4-2-3,false,3,4096,8,4050101,0.0081433641002797,1.8568969992445878e-7,0.007558261599832038,0.85088325
Manuf,absolute,102,5-1-4-3-2,false,3,4096,8,4050201,0.008563071324694319,2.8130862906498005e-7,0.008188116733151375,0.708995291
Manuf,absolute,103,5-2-1-3-4,true,4,4096,8,4050301,0.008314206216366813,5.5218688899839335e-6,0.008398068444257821,0.949882458
Manuf,absolute,104,5-2-1-4-3,false,3,4096,8,4050401,0.00821053645850751,4.218657581744564e-7,0.008398068444257821,0.699276334
Manuf,absolute,105,5-2-3-1-4,true,4,4096,8,4050501,0.008873503684018088,5.209194193471632e-6,0.007978165022044929,0.951858
Manuf,absolute,106,5-2-3-4-1,false,3,4096,8,4050601,0.008704479622486081,2.7535121645516856e-7,0.01028763384421583,0.700249208
Manuf,absolute,107,5-2-4-1-3,true,4,4096,8,4050701,0.008344855650280715,2.9357125941899217e-7,0.009657778710896493,0.916743709
Manuf,absolute,108,5-2-4-3-1,true,4,4096,8,4050801,0.008392789092929643,3.307264423650926e-7,0.008398068444257821,0.915171416
Manuf,absolute,109,5-3-1-2-4,true,4,4096,8,4050901,0.00826940376136431,4.057719461365306e-6,0.009657778710896493,0.956091542
Manuf,absolute,110,5-3-1-4-2,true,4,4096,8,4051001,0.008363920271887666,9.07742116353323e-7,0.010497585555322276,0.940933667
Manuf,absolute,111,5-3-2-1-4,false,3,4096,8,4051101,0.008781912657601566,1.6882544541245826e-6,0.009237875288683603,0.725361792
Manuf,absolute,112,5-3-2-4-1,false,3,4096,8,4051201,0.00858174358138944,5.094675987579214e-7,0.007978165022044929,0.700432709
Manuf,absolute,113,5-3-4-1-2,false,3,4096,8,4051301,0.008372233199886914,3.1647346241050106e-7,0.007978165022044929,0.712160042
Manuf,absolute,114,5-3-4-2-1,false,3,4096,8,4051401,0.00818119379937403,1.2213350025474835e-7,0.0077682133109384845,0.684577917
Manuf,absolute,115,5-4-1-2-3,false,3,4096,8,4051501,0.00821012993753247,9.292743577667306e-8,0.009027923577577156,0.687073083
Manuf,absolute,116,5-4-1-3-2,true,4,4096,8,4051601,0.008596088998785731,1.2979941019025593e-6,0.007348309888725593,0.940259542
Manuf,absolute,117,5-4-2-1-3,true,4,4096,8,4051701,0.00806954245938314,1.0372847683669821e-6,0.008608020155364266,0.892908792
Manuf,absolute,118,5-4-2-3-1,true,4,4096,8,4051801,0.00847057215784156,4.5186543976681216e-7,0.008188116733151375,0.891167333
Manuf,absolute,119,5-4-3-1-2,true,4,4096,8,4051901,0.008225012316926707,1.2321573301429479e-6,0.006718454755406256,0.968929125
Manuf,absolute,120,5-4-3-2-1,false,3,4096,8,4052001,0.008336929122766167,1.555439642155072e-7,0.006718454755406256,0.851066709
Enrgy,returns,1,1-2-3-4-5,true,4,4096,8,4940101,0.009182154362328542,1.06827273326051e-6,0.004866180048661801,0.80507175
Enrgy,returns,2,1-2-3-5-4,false,3,4096,8,4940201,0.010745879508305283,5.095064114423855e-7,0.0072992700729927005,0.353492167
Enrgy,returns,3,1-2-4-3-5,true,4,4096,8,4940301,0.008075161310468763,7.437115567252978e-7,0.006488240064882401,0.448957333
Enrgy,returns,4,1-2-4-5-3,false,3,4096,8,4940401,0.008343621957383744,2.480145652181313e-7,0.00851581508515815,0.573950292
Enrgy,returns,5,1-2-5-3-4,true,4,4096,8,4940501,0.010803747813738399,1.0784875063568833e-6,0.009935117599351177,0.385016917
Enrgy,returns,6,1-2-5-4-3,true,4,4096,8,4940601,0.009583941081637667,7.645044160370072e-7,0.009732360097323601,0.392527542
Enrgy,returns,7,1-3-2-4-5,false,3,4096,8,4940701,0.008094996986011764,3.22100358629116e-7,0.008921330089213302,0.368813083
Enrgy,returns,8,1-3-2-5-4,false,3,4096,8,4940801,0.009114162933617002,2.0635281606133889e-7,0.005474452554744526,0.356073417
Enrgy,returns,9,1-3-4-2-5,true,4,4096,8,4940901,0.007017340665457815,6.011012348792172e-7,0.009124087591240875,0.439570917
Enrgy,returns,10,1-3-4-5-2,true,4,4096,8,4941001,0.006807730255850667,3.489649871352307e-6,0.006488240064882401,0.450274917
Enrgy,returns,11,1-3-5-2-4,false,3,4096,8,4941101,0.008155869564425402,2.420584435331605e-6,0.008921330089213302,0.374298041
Enrgy,returns,12,1-3-5-4-2,false,3,4096,8,4941201,0.007065343724550236,1.1084301461111923e-6,0.007907542579075427,0.408087541
Enrgy,returns,13,1-4-2-3-5,false,3,4096,8,4941301,0.0069387792151916535,2.7557977638251443e-7,0.008110300081103,0.388184833
Enrgy,returns,14,1-4-2-5-3,false,3,4096,8,4941401,0.0073348687508468695,3.3604771764797843e-7,0.0062854825628548255,0.36480625
Enrgy,returns,15,1-4-3-2-5,true,4,4096,8,4941501,0.006811160901471482,5.830647585272222e-7,0.009732360097323601,0.440086791
Enrgy,returns,16,1-4-3-5-2,true,4,4096,8,4941601,0.007010274890872102,9.915105598906314e-6,0.008110300081103,0.4478155
Enrgy,returns,17,1-4-5-2-3,false,3,4096,8,4941701,0.007967488655538256,7.98441929038186e-7,0.009124087591240875,0.369445708
Enrgy,returns,18,1-4-5-3-2,false,3,4096,8,4941801,0.007770148530953909,2.232600600026613e-6,0.007502027575020276,0.399325458
Enrgy,returns,19,1-5-2-3-4,true,4,4096,8,4941901,0.009972909414492288,1.0417919805182385e-6,0.00851581508515815,0.399461041
Enrgy,returns,20,1-5-2-4-3,true,4,4096,8,4942001,0.009495223683282705,1.0828652172907495e-6,0.004257907542579075,0.398927792
Enrgy,returns,21,1-5-3-2-4,false,3,4096,8,4942101,0.008845009937323123,1.7534479130498043e-6,0.010746147607461476,0.566844917
Enrgy,returns,22,1-5-3-4-2,true,4,4096,8,4942201,0.007900170086813842,6.1137277587092145e-6,0.010340632603406326,0.460122167
Enrgy,returns,23,1-5-4-2-3,false,3,4096,8,4942301,0.009007263522027983,6.316040461403901e-7,0.008110300081103,0.36071225
Enrgy,returns,24,1-5-4-3-2,true,4,4096,8,4942401,0.008461513184834854,9.039797230576125e-6,0.00851581508515815,0.441725167
Enrgy,returns,25,2-1-3-4-5,true,4,4096,8,4942501,0.009536869905105317,2.4398377524910687e-6,0.008110300081103,0.433861916
Enrgy,returns,26,2-1-3-5-4,false,3,4096,8,4942601,0.01017173670097067,1.7179072530699527e-6,0.007502027575020276,0.349472542
Enrgy,returns,27,2-1-4-3-5,true,4,4096,8,4942701,0.008295796968229088,5.992960300126809e-6,0.008110300081103,0.438477042
Enrgy,returns,28,2-1-4-5-3,false,3,4096,8,4942801,0.008152825746058863,1.8968411254703028e-6,0.008718572587185726,0.355111416
Enrgy,returns,29,2-1-5-3-4,true,4,4096,8,4942901,0.009689684642391191,4.365628862647822e-6,0.010543390105433901,0.417121292
Enrgy,returns,30,2-1-5-4-3,true,4,4096,8,4943001,0.009005716554549476,7.094188795183718e-6,0.007502027575020276,0.566184583
Enrgy,returns,31,2-3-1-4-5,false,3,4096,8,4943101,0.009832470770120262,1.7205267608456986e-6,0.010543390105433901,0.372596792
Enrgy,returns,32,2-3-1-5-4,false,3,4096,8,4943201,0.009706563314401461,1.3424726185665791e-6,0.0072992700729927005,0.344987666
Enrgy,returns,33,2-3-4-1-5,true,4,4096,8,4943301,0.009896360074841478,2.1352272928701013e-6,0.006893755068937551,0.438996875
Enrgy,returns,34,2-3-4-5-1,true,4,4096,8,4943401,0.009330349242724243,9.464928439879422e-6,0.006690997566909975,0.448554583
Enrgy,returns,35,2-3-5-1-4,false,3,4096,8,4943501,0.008459805113302021,1.469494190537098e-6,0.006488240064882401,0.374045583
Enrgy,returns,36,2-3-5-4-1,false,3,4096,8,4943601,0.008150735867085859,1.712692718998706e-6,0.007502027575020276,0.402036041
Enrgy,returns,37,2-4-1-3-5,false,3,4096,8,4943701,0.007405396165931997,8.334725288695276e-7,0.008313057583130576,0.389521792
Enrgy,returns,38,2-4-1-5-3,false,3,4096,8,4943801,0.007147183304044326,1.167637330399821e-6,0.008110300081103,0.36093825
Enrgy,returns,39,2-4-3-1-5,true,4,4096,8,4943901,0.008393555009436443,8.753301749788377e-7,0.00932684509326845,0.435331583
Enrgy,returns,40,2-4-3-5-1,true,4,4096,8,4944001,0.008094217759043742,6.248452593597071e-6,0.01013787510137875,0.448505667
Enrgy,returns,41,2-4-5-1-3,false,3,4096,8,4944101,0.007046341219230741,1.2814453301773086e-6,0.008110300081103,0.37206775
Enrgy,returns,42,2-4-5-3-1,false,3,4096,8,4944201,0.007015281699439874,2.037962675290621e-6,0.0072992700729927005,0.399353
Enrgy,returns,43,2-5-1-3-4,true,4,4096,8,4944301,0.00808352826103691,1.9616804797271666e-6,0.00851581508515815,0.395503334
Enrgy,returns,44,2-5-1-4-3,true,4,4096,8,4944401,0.008005809153973071,1.139690754646997e-6,0.008313057583130576,0.395138625
Enrgy,returns,45,2-5-3-1-4,false,3,4096,8,4944501,0.0073509102904663155,8.550783039197763e-7,0.00851581508515815,0.566215541
Enrgy,returns,46,2-5-3-4-1,true,4,4096,8,4944601,0.0068935525673206694,3.55494471882206e-6,0.006082725060827251,0.453877291
Enrgy,returns,47,2-5-4-1-3,false,3,4096,8,4944701,0.007248032772978117,7.877011809790834e-7,0.008718572587185726,0.362213792
Enrgy,returns,48,2-5-4-3-1,true,4,4096,8,4944801,0.0068082217378008635,5.446826437537924e-6,0.008718572587185726,0.451466625
Enrgy,returns,49,3-1-2-4-5,false,3,4096,8,4944901,0.008080518673500866,3.861491652917871e-7,0.0072992700729927005,0.322057333
Enrgy,returns,50,3-1-2-5-4,false,3,4096,8,4945001,0.008093735064304676,2.6178836042291317e-7,0.00932684509326845,0.297104833
Enrgy,returns,51,3-1-4-2-5,false,3,4096,8,4945101,0.007275631693401605,8.918672870829302e-8,0.007907542579075427,0.327845042
Enrgy,returns,52,3-1-4-5-2,false,3,4096,8,4945201,0.00683870110996329,9.723120909217385e-7,0.005879967558799676,0.34019625
Enrgy,returns,53,3-1-5-2-4,false,3,4096,8,4945301,0.007090582066750772,9.854326137510901e-8,0.007704785077047851,0.354862834
Enrgy,returns,54,3-1-5-4-2,false,3,4096,8,4945401,0.006689667800394276,5.763020691937167e-7,0.007704785077047851,0.509914917
Enrgy,returns,55,3-2-1-4-5,false,3,4096,8,4945501,0.00948984021698979,4.4654628756766344e-7,0.011557177615571776,0.329303541
Enrgy,returns,56,3-2-1-5-4,false,3,4096,8,4945601,0.00909222266979717,5.172679619981893e-7,0.006488240064882401,0.281355459
Enrgy,returns,57,3-2-4-1-5,false,3,4096,8,4945701,0.010303496883710524,1.1281789222601477e-7,0.009935117599351177,0.318599667
Enrgy,returns,58,3-2-4-5-1,false,3,4096,8,4945801,0.010410677996147996,1.820719754968943e-6,0.004866180048661801,0.331978709
