case_id,rule,N,method,n,bias,rmse,median_abs_error,median_total_runtime_s,median_evaluation_time_s,p90_abs_error,complete_paired_comparison,rmse_ratio_reduced_current,runtime_ratio_reduced_current
gaussian_strong_d20,randomized_halton,16384,reduced_conditional,30,-5.5802115082933165e-5,0.0004307462557879286,0.00032163819778358027,1.6744398745,1.645379813,0.0006910078272113485,true,0.3167518634927834,0.9000543337348236
gaussian_strong_d20,shifted_lattice,256,current_indicator,30,-0.0034342252929587887,0.013581442438490106,0.01171875,0.0269528965,0.026847896,0.018450536432299637,true,0.3291487786107747,0.9536645161680489
gaussian_strong_d20,shifted_lattice,256,reduced_conditional,30,0.00011804717228192282,0.00447031519040156,0.002624583379179063,0.025704021,0.0256493545,0.007608869620815647,true,0.3291487786107747,0.9536645161680489
gaussian_strong_d20,shifted_lattice,1024,current_indicator,30,-0.0014485482096254555,0.005806802332889621,0.0035319205403745446,0.112374771,0.1121965625,0.01054038018229964,true,0.43973298339025835,0.9127080089889571
gaussian_strong_d20,shifted_lattice,1024,reduced_conditional,30,0.000580338106356676,0.0025534425137990653,0.0016618478828266947,0.1025653535,0.10238562500000001,0.004380259603123765,true,0.43973298339025835,0.9127080089889571
gaussian_strong_d20,shifted_lattice,4096,current_indicator,30,0.00039064449870787794,0.002983539062802552,0.0019450064778745446,0.45864247950000003,0.4574987085,0.004851903619799636,true,0.4017042704957273,0.8916580752524909
gaussian_strong_d20,shifted_lattice,4096,reduced_conditional,30,0.00016116389179010409,0.0011985003827186052,0.000978647519577408,0.40895227050000005,0.4078914375,0.001994689780084269,true,0.4017042704957273,0.8916580752524909
gaussian_strong_d20,shifted_lattice,16384,current_indicator,30,0.0002034700195412113,0.0011261421282839068,0.0007853385091245446,1.8400492910000001,1.8309482085000002,0.001975524055999545,true,0.4660224465793106,0.8948400795856724
gaussian_strong_d20,shifted_lattice,16384,reduced_conditional,30,-2.4878509871982073e-5,0.0005248075098188981,0.00027276959027908165,1.646549854,1.640403584,0.0009535584196340097,true,0.4660224465793106,0.8948400795856724
gaussian_strong_d20,sobol_owen,256,current_indicator,30,-0.0044758919596254556,0.010960440916506956,0.009163391959625455,0.031834479,0.026557395499999997,0.017096338567700365,true,0.32967041692066384,0.9727117098413955
gaussian_strong_d20,sobol_owen,256,reduced_conditional,30,0.0008179619589786469,0.003613333126579151,0.0021215778715955036,0.0309657705,0.025726875,0.006834702092736323,true,0.32967041692066384,0.9727117098413955
gaussian_strong_d20,sobol_owen,1024,current_indicator,30,-0.0005045377929587887,0.004848428353061101,0.0025553580403745446,0.13170924950000001,0.1117089165,0.007233057317700365,true,0.40189517053912743,0.9351442398128613
gaussian_strong_d20,sobol_owen,1024,reduced_conditional,30,0.00034460542142426923,0.001948559939800232,0.001366270184948254,0.123167146,0.102867625,0.0030370225946234897,true,0.40189517053912743,0.9351442398128613
gaussian_strong_d20,sobol_owen,4096,current_indicator,30,-0.000781230501292122,0.0024217352601007495,0.0020833138346254554,0.5378135415,0.45476554199999997,0.003557958307299636,true,0.34050417377482617,0.9158954181892796
gaussian_strong_d20,sobol_owen,4096,reduced_conditional,30,0.0001698744263864571,0.0008246109638419695,0.0006751253811630997,0.4925809585,0.410537771,0.0013883502452660512,true,0.34050417377482617,0.9158954181892796
gaussian_strong_d20,sobol_owen,16384,current_indicator,30,2.0540039162112813e-6,0.0011562471304889799,0.000946044921875,2.3294525415000003,1.8060397085,0.001708593072924636,true,0.3173162429656847,0.9299865809264438
gaussian_strong_d20,sobol_owen,16384,reduced_conditional,30,-1.952551375520306e-5,0.0003668959953866169,0.0002774137692886369,2.1663596045,1.6428294375,0.0005864239608047828,true,0.3173162429656847,0.9299865809264438
genuine_rvine_d5,iid_mc,256,current_indicator,30,-0.0012573538047282562,0.02088301674710951,0.017578125,0.000725521,0.0007056045,0.031335478804728256,true,0.30861776146554576,1.0454845552368572
genuine_rvine_d5,iid_mc,256,reduced_conditional,30,-0.0019809726457027544,0.006444869881140441,0.004356755015519173,0.000758521,0.000740125,0.009077648758838158,true,0.30861776146554576,1.0454845552368572
genuine_rvine_d5,iid_mc,1024,current_indicator,30,-0.0004109996380615895,0.009952605233431168,0.008703583695271744,0.0026788335,0.002648417,0.013781708695271747,true,0.37045912528459235,1.112743289196585
genuine_rvine_d5,iid_mc,1024,reduced_conditional,30,-0.00029878289708835194,0.0036870334290797667,0.0021904386815052024,0.002980854,0.0029467705,0.006240010468574708,true,0.37045912528459235,1.112743289196585
genuine_rvine_d5,iid_mc,4096,current_indicator,30,-0.0003540334922282562,0.006383827720699419,0.004357939742228256,0.010499729499999999,0.0104304795,0.009753388382771745,true,0.20867627840395161,1.1319794952812834
genuine_rvine_d5,iid_mc,4096,reduced_conditional,30,-1.5104165946413135e-5,0.001332153410727536,0.0009103965253739327,0.011885478500000001,0.0118163745,0.0018595796564299023,true,0.20867627840395161,1.1319794952812834
genuine_rvine_d5,iid_mc,16384,current_indicator,30,-0.00047813830993658954,0.002959427413953005,0.0019286813515217438,0.042189167,0.0419515625,0.004589873335978257,true,0.29629185925168217,1.1158043011373038
genuine_rvine_d5,iid_mc,16384,reduced_conditional,30,-0.0003549779532827137,0.0008768542508005334,0.0007373136131092611,0.047074854,0.0468408125,0.0013252374356932633,true,0.29629185925168217,1.1158043011373038
