case_id,design,model,point,d,conditioning_dimension,N,method,n,reference,reference_uncertainty,reference_target_met,reference_split_half_z,reference_split_stable,reference_uncertainty_to_rmse,reference_resolved,median_abs_error,mean_abs_error,rmse,rmse_ci_low,rmse_ci_high,p90_abs_error,max_abs_error,median_runtime_s,runtime_ci_low_s,runtime_ci_high_s,median_bytes,median_allocations,median_hfunc_calls,median_hinv_calls,median_pair_cdf_calls
gaussian_strong_d4,gaussian_strong,D,upper,4,2,65536,reduced_conditional,30,0.5882516348368683,1.1753621890077675e-10,true,0.0,true,0.0009621250999755953,true,8.613095697773687e-8,1.0053552622624195e-7,1.2216313544232253e-7,9.630041275761035e-8,1.4590830981130657e-7,1.9701167416341648e-7,2.4674402410163054e-7,0.312669146,0.290441167,0.3670453955,1.36394336e8,226.0,458752.0,65536.0,65536.0
gaussian_tail_d4,gaussian_moderate,D,lower_asymmetric,4,2,256,current_indicator,30,0.06598721228775145,1.3195915354498886e-11,true,0.0,true,2.5768230761673586e-9,true,0.004325287712248549,0.004204073418232753,0.0051210017003285495,0.004060619409650059,0.006101602379753277,0.008231537712248549,0.011299712287751451,0.0011697915,0.0011645,0.0011760625,1.170016e6,379.0,NaN,NaN,NaN
gaussian_tail_d4,gaussian_moderate,D,lower_asymmetric,4,2,256,reduced_conditional,30,0.06598721228775145,1.3195915354498886e-11,true,0.0,true,1.5518613546935828e-7,true,7.223402872014867e-5,7.155952906093045e-5,8.503282406374787e-5,6.602987700882032e-5,0.00010684027110610416,0.00011616960424474105,0.00022835119336049592,0.0009256875,0.0009215619999999999,0.000930292,561728.0,176.0,1792.0,256.0,256.0
gaussian_tail_d4,gaussian_moderate,D,lower_asymmetric,4,2,1024,current_indicator,30,0.06598721228775145,1.3195915354498886e-11,true,0.0,true,8.414370858830072e-9,true,0.001395600212248549,0.00126953125,0.001568259300177035,0.0011487106231451948,0.002016802747056356,0.002372162712248549,0.004463774787751451,0.004616749999999999,0.0045821874999999995,0.0047910209999999995,4.336768e6,405.0,NaN,NaN,NaN
gaussian_tail_d4,gaussian_moderate,D,lower_asymmetric,4,2,1024,reduced_conditional,30,0.06598721228775145,1.3195915354498886e-11,true,0.0,true,6.235430333760506e-7,true,1.1935322185664676e-5,1.4699809732473165e-5,2.1162798152121447e-5,1.2973810224468185e-5,3.006380737994879e-5,2.8209958435355956e-5,7.954885384653387e-5,0.0037119375,0.0036617919999999997,0.0037511245000000004,2.077536e6,190.0,7168.0,1024.0,1024.0
gaussian_tail_d4,gaussian_moderate,D,lower_asymmetric,4,2,4096,current_indicator,30,0.06598721228775145,1.3195915354498886e-11,true,0.0,true,2.73752310276156e-8,true,0.0003133841627514511,0.00035783448428401053,0.0004820385019285172,0.0003386107402775528,0.0006063679586188566,0.0009211676697988393,0.001045806037751451,0.019016645999999998,0.018871813,0.019363708162500003,1.7133184e7,429.0,NaN,NaN,NaN
gaussian_tail_d4,gaussian_moderate,D,lower_asymmetric,4,2,4096,reduced_conditional,30,0.06598721228775145,1.3195915354498886e-11,true,0.0,true,3.0457926274768297e-6,true,2.4426881737593664e-6,3.418208780990121e-6,4.332506171121222e-6,3.2120435427032733e-6,5.3390849821548836e-6,6.768594895630032e-6,1.0430275233216935e-5,0.015014291999999999,0.014921542,0.015083270999999999,8.205408e6,202.0,28672.0,4096.0,4096.0
gaussian_tail_d4,gaussian_moderate,D,lower_asymmetric,4,2,16384,current_indicator,30,0.06598721228775145,1.3195915354498886e-11,true,0.0,true,5.742020972107069e-8,true,0.000152587890625,0.00019992873585009674,0.00022981308181562713,0.00018694840796881293,0.00027075064041504266,0.0003580025559985489,0.0004354544752514511,0.07899120849999999,0.07827025,0.0822721035,6.9628032e7,453.0,NaN,NaN,NaN
gaussian_tail_d4,gaussian_moderate,D,lower_asymmetric,4,2,16384,reduced_conditional,30,0.06598721228775145,1.3195915354498886e-11,true,0.0,true,2.031368044621342e-5,true,5.222230734722166e-7,5.538747506597663e-7,6.496073121480395e-7,5.126021362443407e-7,7.717252733795335e-7,9.593044282010802e-7,1.4151576636645125e-6,0.061775375,0.061497062000000005,0.062156312500000005,3.3371488e7,214.0,114688.0,16384.0,16384.0
gaussian_tail_d4,gaussian_moderate,D,lower_asymmetric,4,2,65536,current_indicator,30,0.06598721228775145,1.3195915354498886e-11,true,0.0,true,1.2087445446647275e-7,true,6.808556381104891e-5,8.490199331656993e-5,0.00010917042325232642,8.035521480701565e-5,0.00013547128641113699,0.00019179755261133913,0.0002511910325610489,0.518466125,0.415953625,0.5311641874999999,2.8432448e8,477.0,NaN,NaN,NaN
gaussian_tail_d4,gaussian_moderate,D,lower_asymmetric,4,2,65536,reduced_conditional,30,0.06598721228775145,1.3195915354498886e-11,true,0.0,true,7.104987054803179e-5,true,1.2765152170024496e-7,1.493750596779734e-7,1.8572750735102413e-7,1.419304936951463e-7,2.2411946989932866e-7,2.8972426694973134e-7,4.0636463820298285e-7,0.3059277085,0.277184666,0.365140563,1.36394336e8,226.0,458752.0,65536.0,65536.0
gaussian_moderate_d5,gaussian_moderate,D,center,5,3,256,current_indicator,30,0.21062050838014906,4.212205437348308e-11,true,0.0,true,4.7237172464226e-9,true,0.005859375,0.006964439990636854,0.008917141347819508,0.006483962163877367,0.011202974282153003,0.016269218295880756,0.019848241619850937,0.0016357705,0.0016241250000000001,0.001642083,1.462752e6,478.0,NaN,NaN,NaN
gaussian_moderate_d5,gaussian_moderate,D,center,5,3,256,reduced_conditional,30,0.21062050838014906,4.212205437348308e-11,true,0.0,true,3.430038495289813e-7,true,0.00010015271720272001,0.000105677390330323,0.0001228034450089286,9.982515802081219e-5,0.00014418698037185632,0.00020017210783574715,0.0002441756188433508,0.0015242285,0.001520875,0.001535,842368.0,255.0,3840.0,768.0,256.0
gaussian_moderate_d5,gaussian_moderate,D,center,5,3,1024,current_indicator,30,0.21062050838014906,4.212205437348308e-11,true,0.0,true,8.76462110729863e-9,true,0.003246679119850937,0.004078723882646792,0.0048059184598871554,0.0038621000360668173,0.005656675623304577,0.00816374954588075,0.008472070880149063,0.006290979,0.0061811455000000005,0.006617271,5.483648e6,510.0,NaN,NaN,NaN
gaussian_moderate_d5,gaussian_moderate,D,center,5,3,1024,reduced_conditional,30,0.21062050838014906,4.212205437348308e-11,true,0.0,true,2.2496896513852053e-6,true,1.3752964419772029e-5,1.535495597118815e-5,1.8723495637519244e-5,1.3948944600125657e-5,2.3366116848745194e-5,3.005971238465022e-5,4.8821039336344185e-5,0.0059852295,0.0059060829999999995,0.0061002915000000005,3.116064e6,275.0,15360.0,3072.0,1024.0
gaussian_moderate_d5,gaussian_moderate,D,center,5,3,4096,current_indicator,30,0.21062050838014906,4.212205437348308e-11,true,0.0,true,2.0055798340630375e-8,true,0.0018310546875,0.0017805207198035207,0.002100243214360079,0.001638866837129773,0.0025132216987835978,0.00352507767088075,0.004223241619850937,0.0255953545,0.025495562,0.025738542,2.1401344e7,540.0,NaN,NaN,NaN
gaussian_moderate_d5,gaussian_moderate,D,center,5,3,4096,reduced_conditional,30,0.21062050838014906,4.212205437348308e-11,true,0.0,true,1.185855661457105e-5,true,2.4576786849944687e-6,2.686693099740456e-6,3.552038898370325e-6,2.473313000650083e-6,4.5194523362044725e-6,5.183716669918128e-6,9.44222771293024e-6,0.0242777505,0.024218125,0.024403166,1.2307872e7,293.0,61440.0,12288.0,4096.0
gaussian_moderate_d5,gaussian_moderate,D,center,5,3,16384,current_indicator,30,0.21062050838014906,4.212205437348308e-11,true,0.0,true,5.5503834765620136e-8,true,0.000500097088600937,0.0006297784944602499,0.0007589034983142116,0.0005917154218694604,0.0009052511443979658,0.0012020013854759375,0.001514063067649063,0.10758691649999999,0.1068731045,0.111109104,8.6970752e7,570.0,NaN,NaN,NaN
gaussian_moderate_d5,gaussian_moderate,D,center,5,3,16384,reduced_conditional,30,0.21062050838014906,4.212205437348308e-11,true,0.0,true,4.184915903687042e-5,true,7.555950656129573e-7,8.046355184587739e-7,1.006520927609853e-6,7.285036343711774e-7,1.2764997721187513e-6,1.548881342244846e-6,2.7448986691103183e-6,0.10073141599999999,0.10003851682499999,0.101932291,5.0056992e7,311.0,245760.0,49152.0,16384.0
gaussian_moderate_d5,gaussian_moderate,D,center,5,3,65536,current_indicator,30,0.21062050838014906,4.212205437348308e-11,true,0.0,true,1.3395807427298635e-7,true,0.0001983642578125,0.00024154792724904173,0.0003144420715368354,0.0002268082161931912,0.000408078830967886,0.0004169561340553132,0.000912084393288437,0.6626957085,0.6518751875,0.6795733749999999,3.60649728e8,600.0,NaN,NaN,NaN
gaussian_moderate_d5,gaussian_moderate,D,center,5,3,65536,reduced_conditional,30,0.21062050838014906,4.212205437348308e-11,true,0.0,true,0.00026225878146788397,true,8.379039594108573e-8,1.2346308321438865e-7,1.6061256037918912e-7,1.1779593382735924e-7,2.0062112483162103e-7,2.921892356066991e-7,3.619866418558271e-7,0.585568896,0.4805653545,0.6051750625,2.04591264e8,329.0,983040.0,196608.0,65536.0
gaussian_rectangle_d5,gaussian_moderate,D,rectangle,5,3,256,current_indicator,30,0.12616033132518825,2.522332435296678e-11,true,0.0,true,1.8530655876664332e-9,true,0.010558418674811748,0.011014855421679215,0.013611673823553395,0.010738150286870595,0.016279519432375114,0.022509234939849403,0.026183418674811748,0.0017199795000000001,0.001681125,0.0017280630000000002,1.462752e6,478.0,NaN,NaN,NaN
gaussian_rectangle_d5,gaussian_moderate,D,rectangle,5,3,256,reduced_conditional,30,0.12616033132518825,2.522332435296678e-11,true,0.0,true,9.478584678253627e-7,true,1.8716824598655202e-5,2.1412307261559072e-5,2.6610855110927834e-5,1.946402087148489e-5,3.441493400307769e-5,3.66813596451937e-5,7.979995869364376e-5,0.0020372295,0.00202225,0.002049271,842368.0,255.0,6144.0,768.0,1024.0
gaussian_rectangle_d5,gaussian_moderate,D,rectangle,5,3,1024,current_indicator,30,0.12616033132518825,2.522332435296678e-11,true,0.0,true,5.4367780941673135e-9,true,0.002136893825188252,0.0032429570783207833,0.00463938823988915,0.0030618234100263497,0.005906702373735424,0.0096186099398494,0.010925956325188252,0.006277146,0.006220979,0.006739166,5.483648e6,510.0,NaN,NaN,NaN
gaussian_rectangle_d5,gaussian_moderate,D,rectangle,5,3,1024,reduced_conditional,30,0.12616033132518825,2.522332435296678e-11,true,0.0,true,5.212909728083061e-6,true,2.749473603347319e-6,3.815984419745325e-6,4.8386267303044456e-6,3.5680388074605973e-6,5.906840486614547e-6,8.491568100746362e-6,1.0225266760865992e-5,0.007844562499999999,0.007785625,0.0080897495,3.116064e6,275.0,24576.0,3072.0,4096.0
gaussian_rectangle_d5,gaussian_moderate,D,rectangle,5,3,4096,current_indicator,30,0.12616033132518825,2.522332435296678e-11,true,0.0,true,1.545994328521493e-8,true,0.0012810749248117481,0.0012735560366541165,0.001631527612205992,0.001231275411661663,0.00200474959953667,0.0025261921123117485,0.003966621799811748,0.025773125,0.025633125,0.025966604,2.1401344e7,540.0,NaN,NaN,NaN
gaussian_rectangle_d5,gaussian_moderate,D,rectangle,5,3,4096,reduced_conditional,30,0.12616033132518825,2.522332435296678e-11,true,0.0,true,4.275982808662951e-5,true,3.943145692186789e-7,4.822574652646461e-7,5.898836707637236e-7,4.5244566330812295e-7,7.120075775343197e-7,1.075871361447267e-6,1.1835069706478407e-6,0.0316686665,0.031610166999999995,0.031765229,1.2307872e7,293.0,98304.0,12288.0,16384.0
gaussian_rectangle_d5,gaussian_moderate,D,rectangle,5,3,16384,current_indicator,30,0.12616033132518825,2.522332435296678e-11,true,0.0,true,4.615670989985895e-8,true,0.0002448039814382519,0.00040889132311244987,0.0005464714536129418,0.00038359698977476973,0.0006892884703615022,0.000922294215813252,0.0014031452373117481,0.1073803745,0.106834,0.1092215215,8.6970752e7,570.0,NaN,NaN,NaN
gaussian_rectangle_d5,gaussian_moderate,D,rectangle,5,3,16384,reduced_conditional,30,0.12616033132518825,2.522332435296678e-11,true,0.0,true,0.00026066086478732716,true,5.8893420418204556e-8,7.568559876695394e-8,9.676682525221595e-8,6.838946576778788e-8,1.2463682906649955e-7,1.4929362975313338e-7,2.557651230528091e-7,0.12998095799999998,0.1297662295,0.1317670625,5.0056992e7,311.0,393216.0,49152.0,65536.0
gaussian_rectangle_d5,gaussian_moderate,D,rectangle,5,3,65536,current_indicator,30,0.12616033132518825,2.522332435296678e-11,true,0.0,true,7.643571873365152e-8,true,0.00021428640331325188,0.0002783070347646836,0.00032999394485790296,0.000261576038305724,0.00039155935767769316,0.0004903378140568515,0.0006707233623117481,0.6708644165,0.6604094585,0.685366687,3.59863296e8,600.0,NaN,NaN,NaN
gaussian_rectangle_d5,gaussian_moderate,D,rectangle,5,3,65536,reduced_conditional,30,0.12616033132518825,2.522332435296678e-11,true,0.0,true,0.001941693736753789,true,7.62663004971742e-9,1.0352440026524986e-8,1.2990372207275216e-8,9.810525636486421e-9,1.5892348222167113e-8,2.1894682464274064e-8,2.73980516052319e-8,0.603734896,0.581092292,0.7068594374999999,2.04591264e8,329.0,1.572864e6,196608.0,262144.0
gaussian_strong_d5,gaussian_strong,D,upper,5,3,256,current_indicator,30,0.5746657749936169,1.1492969213353566e-10,true,0.0,true,1.5095834487308816e-8,true,0.004353274993616929,0.006380208333333333,0.007613338118549057,0.005956792147617239,0.009050826358137053,0.012165774993616929,0.015177975006383071,0.0017259375,0.0017211035,0.0017299605749999999,1.462752e6,478.0,NaN,NaN,NaN
gaussian_strong_d5,gaussian_strong,D,upper,5,3,256,reduced_conditional,30,0.5746657749936169,1.1492969213353566e-10,true,0.0,true,2.3254505070866542e-7,true,0.0003461431656758829,0.0004165845594475933,0.0004942254921499947,0.00039464407561506096,0.0005815029872883259,0.0008352017585370631,0.0009723701662919249,0.0016819375,0.001677125,0.0016898125,842368.0,255.0,3840.0,768.0,256.0
gaussian_strong_d5,gaussian_strong,D,upper,5,3,1024,current_indicator,30,0.5746657749936169,1.1492969213353566e-10,true,0.0,true,2.40073925331587e-8,true,0.003947506256383071,0.0040905608316311815,0.00478726258900446,0.003930512226754252,0.00551300647354904,0.007291213744893544,0.008342037506383071,0.0065288329999999995,0.006355208,0.0067933125,5.483648e6,510.0,NaN,NaN,NaN
gaussian_strong_d5,gaussian_strong,D,upper,5,3,1024,reduced_conditional,30,0.5746657749936169,1.1492969213353566e-10,true,0.0,true,9.305006334720809e-7,true,0.00012195380598212235,0.00010524588604371813,0.0001235138247081957,0.00010366829082904516,0.00014274403742581496,0.00017418089011632666,0.00022269667703600504,0.006461458,0.0063954795000000005,0.0066389165,3.116064e6,275.0,15360.0,3072.0,1024.0
gaussian_strong_d5,gaussian_strong,D,upper,5,3,4096,current_indicator,30,0.5746657749936169,1.1492969213353566e-10,true,0.0,true,7.786234205888579e-8,true,0.001179446868616929,0.0012069510395389764,0.0014760626137679822,0.0011329192569191455,0.001821295141211319,0.0020187953188830713,0.003864993743616929,0.025832917,0.025723875,0.0261312915,2.1401344e7,540.0,NaN,NaN,NaN
gaussian_strong_d5,gaussian_strong,D,upper,5,3,4096,reduced_conditional,30,0.5746657749936169,1.1492969213353566e-10,true,0.0,true,3.4163561227803823e-6,true,2.6864951519156577e-5,2.8782642344604702e-5,3.364101633526448e-5,2.663424698874362e-5,4.0457029220371723e-5,5.192781658024394e-5,6.872131629065414e-5,0.025823,0.0257929165,0.026013959,1.2307872e7,293.0,61440.0,12288.0,4096.0
gaussian_strong_d5,gaussian_strong,D,upper,5,3,16384,current_indicator,30,0.5746657749936169,1.1492969213353566e-10,true,0.0,true,1.7488584536020647e-7,true,0.00044702499361692905,0.0005235837504255381,0.000657169777787441,0.00047200757926817903,0.0008467880074003192,0.001084957428258071,0.001811275787633071,0.10863854149999999,0.1075783125,0.111959542,8.6970752e7,570.0,NaN,NaN,NaN
gaussian_strong_d5,gaussian_strong,D,upper,5,3,16384,reduced_conditional,30,0.5746657749936169,1.1492969213353566e-10,true,0.0,true,1.5493124010506805e-5,true,5.043374559865477e-6,5.73247918429128e-6,7.41810961143763e-6,5.412543310683921e-6,9.302903069388641e-6,1.1283427128205851e-5,1.7342372486295332e-5,0.10685768749999999,0.106312375,0.107382792,5.0056992e7,311.0,245760.0,49152.0,16384.0
gaussian_strong_d5,gaussian_strong,D,upper,5,3,65536,current_indicator,30,0.5746657749936169,1.1492969213353566e-10,true,0.0,true,3.485797668977096e-7,true,0.00028228759765625,0.0002801398620046358,0.0003297084427945632,0.00026534048554262746,0.00039250763030238657,0.0004668614193981791,0.000743160553258071,0.6834471245,0.6629312915,0.687913875,3.58290432e8,600.0,NaN,NaN,NaN
gaussian_strong_d5,gaussian_strong,D,upper,5,3,65536,reduced_conditional,30,0.5746657749936169,1.1492969213353566e-10,true,0.0,true,4.896220026359787e-5,true,1.5171686312820398e-6,1.8668862547717897e-6,2.347314694086224e-6,1.806615606275695e-6,2.841860063436104e-6,4.227889513785943e-6,4.77878047255853e-6,0.510203771,0.48320218800000003,0.6236489585,2.04591264e8,329.0,983040.0,196608.0,65536.0
gaussian_tail_d5,gaussian_moderate,D,lower_asymmetric,5,3,256,current_indicator,30,0.053899655689729487,1.9855772034448342e-11,true,0.0,true,4.447527966733163e-9,true,0.0031184056897294865,0.0034904625747027352,0.00446445130485216,0.0032852389890518662,0.005567499829449289,0.007182224551783592,0.010930905689729487,0.001696542,0.0016198335,0.0017144579999999999,1.462752e6,478.0,NaN,NaN,NaN
gaussian_tail_d5,gaussian_moderate,D,lower_asymmetric,5,3,256,reduced_conditional,30,0.053899655689729487,1.9855772034448342e-11,true,0.0,true,2.2695354395609198e-7,true,7.157705867345127e-5,7.326046847203107e-5,8.748826604923948e-5,6.961623452340224e-5,0.00010450705991046622,0.0001369252149323097,0.00019673362993940374,0.0015969374999999998,0.0015589375,0.0016156245000000001,842368.0,255.0,3840.0,768.0,256.0
gaussian_tail_d5,gaussian_moderate,D,lower_asymmetric,5,3,1024,current_indicator,30,0.053899655689729487,1.9855772034448342e-11,true,0.0,true,1.0196799306192081e-8,true,0.00146484375,0.0015551103419639315,0.0019472553531960542,0.0014383512648857943,0.00244025728183296,0.0031184056897294865,0.0050715306897294865,0.0064878125,0.0062417085,0.0067165,5.483648e6,510.0,NaN,NaN,NaN
gaussian_tail_d5,gaussian_moderate,D,lower_asymmetric,5,3,1024,reduced_conditional,30,0.053899655689729487,1.9855772034448342e-11,true,0.0,true,9.683894523476068e-7,true,1.6311574443220178e-5,1.6634561022256755e-5,2.050391191923169e-5,1.5913574899637564e-5,2.499276716627783e-5,3.295258078874834e-5,4.610395875551815e-5,0.0061478545,0.0060937495000000005,0.00637625,3.116064e6,275.0,15360.0,3072.0,1024.0
gaussian_tail_d5,gaussian_moderate,D,lower_asymmetric,5,3,4096,current_indicator,30,0.053899655689729487,1.9855772034448342e-11,true,0.0,true,2.333953123031756e-8,true,0.0005437036852705135,0.000702816257887436,0.0008507356826711289,0.0006790452204065964,0.0010161933317225725,0.0013138691982164112,0.0016535619397294865,0.0257257505,0.025484896,0.025863604,2.1401344e7,540.0,NaN,NaN,NaN
gaussian_tail_d5,gaussian_moderate,D,lower_asymmetric,5,3,4096,reduced_conditional,30,0.053899655689729487,1.9855772034448342e-11,true,0.0,true,4.124063446216167e-6,true,2.5416755621392173e-6,3.5995973119413068e-6,4.814613619163894e-6,3.218547371974458e-6,6.188130741182985e-6,8.429339739989691e-6,1.215530538539733e-5,0.0250104165,0.024921291499999998,0.025264813,1.2307872e7,293.0,61440.0,12288.0,4096.0
gaussian_tail_d5,gaussian_moderate,D,lower_asymmetric,5,3,16384,current_indicator,30,0.053899655689729487,1.9855772034448342e-11,true,0.0,true,7.569105407819395e-8,true,0.0001774927477705135,0.00020216437842226486,0.00026232653615757543,0.00017996483589834768,0.00033838189113507514,0.0003779271741044866,0.0007268091540205135,0.1097432505,0.1090739375,0.1113624375,8.6970752e7,570.0,NaN,NaN,NaN
gaussian_tail_d5,gaussian_moderate,D,lower_asymmetric,5,3,16384,reduced_conditional,30,0.053899655689729487,1.9855772034448342e-11,true,0.0,true,1.960897037005761e-5,true,7.127818522842388e-7,8.472520910405197e-7,1.0125861613196983e-6,8.134179902859308e-7,1.1946659015498201e-6,1.6896702608536205e-6,1.9044147595431715e-6,0.1046503335,0.104018042,0.1150290229375001,5.0056992e7,311.0,245760.0,49152.0,16384.0
gaussian_tail_d5,gaussian_moderate,D,lower_asymmetric,5,3,65536,current_indicator,30,0.053899655689729487,1.9855772034448342e-11,true,0.0,true,1.5544010764207195e-7,true,8.392333984375e-5,0.00010132192570631397,0.00012773905226680447,9.616360058367804e-5,0.00015741715684727573,0.00020550285769823653,0.0003260472912919865,0.6524006875,0.623797417,0.6823720415,3.59863296e8,600.0,NaN,NaN,NaN
gaussian_tail_d5,gaussian_moderate,D,lower_asymmetric,5,3,65536,reduced_conditional,30,0.053899655689729487,1.9855772034448342e-11,true,0.0,true,8.66947565900182e-5,true,1.3358237073782253e-7,1.7900180449628712e-7,2.2903082972303404e-7,1.6996142330175178e-7,2.8087784855377165e-7,3.837081961895195e-7,5.313402614628981e-7,0.5259744375,0.46870129149999995,0.6102076249999999,2.04591264e8,329.0,983040.0,196608.0,65536.0
genuine_rvine_d5,genuine_rvine,R,asymmetric,5,3,256,current_indicator,30,0.15633547880472826,3.126607787872418e-11,true,0.0,true,3.0569450650881614e-9,true,0.007727021195271744,0.008480637427612318,0.010227883463068537,0.008107215622933484,0.012173197017074845,0.015710478804728256,0.019616728804728256,0.0020615835000000002,0.002046334,0.002082188,1.518448e6,1214.0,NaN,NaN,NaN
genuine_rvine_d5,genuine_rvine,R,asymmetric,5,3,256,reduced_conditional,30,0.15633547880472826,3.126607787872418e-11,true,0.0,true,2.0640905585801583e-7,true,9.785687605508298e-5,0.00012380438523048505,0.00015147628939416016,0.00011627738046057777,0.00018820996367867953,0.00023992012877366298,0.0003914463619820452,0.001516584,0.001507125,0.0015314999999999999,862848.0,767.0,3584.0,768.0,256.0
genuine_rvine_d5,genuine_rvine,R,asymmetric,5,3,1024,current_indicator,30,0.15633547880472826,3.126607787872418e-11,true,0.0,true,5.2512368131281045e-9,true,0.00341796875,0.004540195905721015,0.00595404073199649,0.004225078816782031,0.0074491892029477525,0.009973114945271748,0.013757353804728256,0.0075908125,0.00749575,0.007653958000000001,5.525008e6,1246.0,NaN,NaN,NaN
genuine_rvine_d5,genuine_rvine,R,asymmetric,5,3,1024,reduced_conditional,30,0.15633547880472826,3.126607787872418e-11,true,0.0,true,1.2378168193905188e-6,true,1.8739617852689405e-5,2.1312373489376645e-5,2.5259050764974333e-5,2.038461003899393e-5,3.0050984022019665e-5,4.120851188178787e-5,5.3159411163905546e-5,0.0057381455,0.005712999999999999,0.005780271,3.197984e6,2323.0,14336.0,3072.0,1024.0
genuine_rvine_d5,genuine_rvine,R,asymmetric,5,3,4096,current_indicator,30,0.15633547880472826,3.126607787872418e-11,true,0.0,true,1.5560517968085623e-8,true,0.0013427734375,0.001670733704684783,0.002009321151317097,0.001521997567482124,0.0024833733414248156,0.003373999768717395,0.004797333695271744,0.030797395999999998,0.030498167,0.0310971045,2.1565584e7,1276.0,NaN,NaN,NaN
genuine_rvine_d5,genuine_rvine,R,asymmetric,5,3,4096,reduced_conditional,30,0.15633547880472826,3.126607787872418e-11,true,0.0,true,6.894648939502946e-6,true,2.878166778033653e-6,3.372603125026408e-6,4.534832469799142e-6,3.2029558121533383e-6,5.8250200887391355e-6,7.650742023015968e-6,1.2266774805064218e-5,0.0233041665,0.023237958,0.023460583,1.2635552e7,8485.0,57344.0,12288.0,4096.0
genuine_rvine_d5,genuine_rvine,R,asymmetric,5,3,16384,current_indicator,30,0.15633547880472826,3.126607787872418e-11,true,0.0,true,4.4632675769127514e-8,true,0.00048828125,0.0005619382281358683,0.0007005199069949323,0.0005249033970904972,0.0008549860998168619,0.0012023629921467439,0.0016113577109782562,0.128803958,0.12766731250000002,0.130820166,8.7528208e7,1306.0,NaN,NaN,NaN
genuine_rvine_d5,genuine_rvine,R,asymmetric,5,3,16384,reduced_conditional,30,0.15633547880472826,3.126607787872418e-11,true,0.0,true,2.1443841276719835e-5,true,1.0292523895116812e-6,1.1950485768241758e-6,1.458044642060828e-6,1.1531017642242205e-6,1.7476408448409044e-6,2.4460108955848273e-6,2.906938482843957e-6,0.0969519995,0.096565667,0.09751281249999999,5.1367712e7,33079.0,229376.0,49152.0,16384.0
genuine_rvine_d5,genuine_rvine,R,asymmetric,5,3,65536,current_indicator,30,0.15633547880472826,3.126607787872418e-11,true,0.0,true,9.609999334114617e-8,true,0.0002380666953532562,0.0002666140179578817,0.0003253494281496198,0.0002500252060913915,0.0003973715802619797,0.0005126657265217438,0.0007537545937092438,0.779931979,0.7633556459999999,0.7865458826499999,3.61993616e8,1336.0,NaN,NaN,NaN
genuine_rvine_d5,genuine_rvine,R,asymmetric,5,3,65536,reduced_conditional,30,0.15633547880472826,3.126607787872418e-11,true,0.0,true,0.00011892562005324341,true,1.8926528812246435e-7,2.206132409005024e-7,2.62904476467949e-7,2.0332117956082206e-7,3.170373748809011e-7,4.234192976598772e-7,5.859482319070519e-7,0.511160042,0.44852344375,0.6119432538125,2.09834144e8,131401.0,917504.0,196608.0,65536.0
mixed_d5,mixed,D,asymmetric,5,3,256,current_indicator,30,0.12452997658972591,2.490295954888263e-11,true,0.0,true,4.9304752476764086e-9,true,0.00390625,0.003964051030776304,0.005050823358380854,0.0038399608709142365,0.006190429466412197,0.008282523410274092,0.012188773410274092,0.0056361664999999995,0.005565229,0.0056737085,1.995552e6,26098.0,NaN,NaN,NaN
mixed_d5,mixed,D,asymmetric,5,3,256,reduced_conditional,30,0.12452997658972591,2.490295954888263e-11,true,0.0,true,3.546718781183948e-7,true,4.874026113880353e-5,5.637378498271756e-5,7.021407978833227e-5,5.395852753320108e-5,8.476358649427211e-5,0.00011291065899871333,0.00016103142993073583,0.0032418330000000004,0.0032266244999999997,0.003263104,862848.0,767.0,3840.0,768.0,256.0
mixed_d5,mixed,D,asymmetric,5,3,1024,current_indicator,30,0.12452997658972591,2.490295954888263e-11,true,0.0,true,1.010176314789087e-8,true,0.0014831015897259076,0.002018229166666667,0.002465209209946887,0.001978778650131831,0.002892840160288064,0.0035302312717807273,0.0044127890897259076,0.0217734375,0.0216382085,0.021879375,7.613888e6,102930.0,NaN,NaN,NaN
mixed_d5,mixed,D,asymmetric,5,3,1024,reduced_conditional,30,0.12452997658972591,2.490295954888263e-11,true,0.0,true,2.235026403724374e-6,true,8.39235991222792e-6,9.264597817780034e-6,1.1142132149931276e-5,8.625428167747628e-6,1.3656094862824785e-5,1.671943632602785e-5,2.7426338044964083e-5,0.0127373335,0.0126483755,0.012852562500000001,3.197984e6,2323.0,15360.0,3072.0,1024.0
mixed_d5,mixed,D,asymmetric,5,3,4096,current_indicator,30,0.12452997658972591,2.490295954888263e-11,true,0.0,true,3.6201789124036604e-8,true,0.0005065390897259076,0.000541978132260242,0.0006878930614053,0.0005442697053261007,0.0008218811619682283,0.0012024452852740924,0.0012389609647259076,0.0893271255,0.088095854,0.08957387535,2.9921344e7,410160.0,NaN,NaN,NaN
mixed_d5,mixed,D,asymmetric,5,3,4096,reduced_conditional,30,0.12452997658972591,2.490295954888263e-11,true,0.0,true,9.545179400271585e-6,true,1.8021523878128387e-6,2.0915579622980224e-6,2.6089566790304724e-6,1.9052368475412942e-6,3.291058835383361e-6,4.0761996965899e-6,6.6137645504532605e-6,0.0514194375,0.0511481245,0.0527965205,1.2635552e7,8485.0,61440.0,12288.0,4096.0
