case_id,d,event,dependence,method,N_or_maxpts,replicate,seed,estimate,reference,abs_error,runtime_s,internal_error,inform,algorithm,nshifts
gaussian_rectangle_d5,5,interior,moderate,current_indicator,4096,11,271838,0.1240234375,0.12616033132518825,0.002136893825188252,0.030382083,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,additionaldistributions,4096,12,729839,0.12615943241432898,0.12616033132518825,8.989108592760697e-7,0.000730417,9.909342198629246e-7,0,mvsort_rqmc,10
gaussian_rectangle_d5,5,interior,moderate,current_indicator,4096,12,271839,0.126220703125,0.12616033132518825,6.037179981174812e-5,0.030860458,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,reduced_conditional,4096,12,271839,0.1261597343483784,0.12616033132518825,5.969768098468275e-7,0.031861334,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,current_indicator,4096,13,271840,0.126220703125,0.12616033132518825,6.037179981174812e-5,0.032513833,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,reduced_conditional,4096,13,271840,0.12616002604283474,0.12616033132518825,3.052823535076854e-7,0.033360208,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,additionaldistributions,4096,13,729840,0.12616106508748356,0.12616033132518825,7.337622953129674e-7,0.000761708,1.4734560175626215e-6,1,mvsort_rqmc,10
gaussian_rectangle_d5,5,interior,moderate,reduced_conditional,4096,14,271841,0.1261599003384181,0.12616033132518825,4.3098677016129017e-7,0.03132575,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,additionaldistributions,4096,14,729841,0.12616016221902968,0.12616033132518825,1.6910615857623768e-7,0.000728208,1.3989855947337598e-6,1,mvsort_rqmc,10
gaussian_rectangle_d5,5,interior,moderate,current_indicator,4096,14,271841,0.125244140625,0.12616033132518825,0.0009161907001882519,0.030666791,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,additionaldistributions,4096,15,729842,0.1261606830136549,0.12616033132518825,3.5168846665434295e-7,0.000787792,1.5063829674532916e-6,1,mvsort_rqmc,10
gaussian_rectangle_d5,5,interior,moderate,current_indicator,4096,15,271842,0.123046875,0.12616033132518825,0.003113456325188252,0.027316333,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,reduced_conditional,4096,15,271842,0.12616000845240263,0.12616033132518825,3.228727856185998e-7,0.030660084,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,current_indicator,4096,16,271843,0.12548828125,0.12616033132518825,0.0006720500751882519,0.028036,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,reduced_conditional,4096,16,271843,0.12616019028077005,0.12616033132518825,1.4104441820039781e-7,0.030258167,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,additionaldistributions,4096,16,729843,0.12616056406647155,0.12616033132518825,2.3274128330141863e-7,0.000705667,1.6669906488901794e-6,1,mvsort_rqmc,10
gaussian_rectangle_d5,5,interior,moderate,reduced_conditional,4096,17,271844,0.12616023387970288,0.12616033132518825,9.744548537526931e-8,0.03128775,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,additionaldistributions,4096,17,729844,0.1261593063337012,0.12616033132518825,1.0249914870474885e-6,0.000695458,1.7064316548903482e-6,1,mvsort_rqmc,10
gaussian_rectangle_d5,5,interior,moderate,current_indicator,4096,17,271844,0.127685546875,0.12616033132518825,0.0015252155498117481,0.028969541,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,additionaldistributions,4096,18,729845,0.12616047537267847,0.12616033132518825,1.4404749021368346e-7,0.000704792,1.4860297613776722e-6,1,mvsort_rqmc,10
gaussian_rectangle_d5,5,interior,moderate,current_indicator,4096,18,271845,0.126220703125,0.12616033132518825,6.037179981174812e-5,0.027351834,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,reduced_conditional,4096,18,271845,0.12616070260154183,0.12616033132518825,3.7127635357792066e-7,0.03187425,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,current_indicator,4096,19,271846,0.1279296875,0.12616033132518825,0.0017693561748117481,0.028800167,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,reduced_conditional,4096,19,271846,0.1261600594245067,0.12616033132518825,2.7190068155324987e-7,0.032743292,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,additionaldistributions,4096,19,729846,0.1261605675985829,0.12616033132518825,2.362733946548179e-7,0.000718417,1.5869029768661289e-6,1,mvsort_rqmc,10
gaussian_rectangle_d5,5,interior,moderate,reduced_conditional,4096,20,271847,0.1261610607780869,0.12616033132518825,7.294528986401261e-7,0.032723042,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,additionaldistributions,4096,20,729847,0.12616034020317984,0.12616033132518825,8.877991591882406e-9,0.000710417,2.002941056278998e-6,1,mvsort_rqmc,10
gaussian_rectangle_d5,5,interior,moderate,current_indicator,4096,20,271847,0.127197265625,0.12616033132518825,0.0010369342998117481,0.030136958,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,additionaldistributions,4096,21,729848,0.12616106657887877,0.12616033132518825,7.352536905147478e-7,0.000727416,1.779352712826909e-6,1,mvsort_rqmc,10
gaussian_rectangle_d5,5,interior,moderate,current_indicator,4096,21,271848,0.127685546875,0.12616033132518825,0.0015252155498117481,0.028842541,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,reduced_conditional,4096,21,271848,0.12616029051330213,0.12616033132518825,4.0811886120595275e-8,0.032074834,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,current_indicator,4096,22,271849,0.12890625,0.12616033132518825,0.002745918674811748,0.028799042,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,reduced_conditional,4096,22,271849,0.12616001046526581,0.12616033132518825,3.208599224369113e-7,0.031896833,NaN,-1,,1
gaussian_rectangle_d5,5,interior,moderate,additionaldistributions,4096,22,729849,0.12616065596807546,0.12616033132518825,3.246428872116791e-7,0.000737458,1.7983358220538359e-6,1,mvsort_rqmc,10
